subj,roi,betas1,param,betas2
107321,lppc_R,0.0370829872114313,congruency,0.0123518272781753
107321,lppc_R,-0.0789933322999241,incongruency,-0.008774003478674
107321,lppc_R,0.0125542929062935,diagonal,-0.0460822925141543
107321,ofc_L,0.0326782768656594,distractor,-0.0249578853227706
107321,ofc_L,0.000141751716139593,target,0.0143014251090236
107321,ofc_L,0.018112897760381,congruency,-0.0346805634911151
107321,ofc_L,-0.0393530164887478,incongruency,0.0482357438489009
107321,ofc_L,-0.0282175495983967,diagonal,0.0138270780522409
107321,ofc_R,0.0414746866901357,distractor,-0.0215797826368849
107321,ofc_R,-0.00455657057594037,target,0.00610347981542504
107321,ofc_R,0.00514170367927705,congruency,-0.0269291735086544
107321,ofc_R,-0.0261516561320616,incongruency,0.016813414435614
107321,ofc_R,-0.0455949372439223,diagonal,0.00576909984655907
107321,smmouth,-0.00312089646363166,distractor,0.0229563496155195
107321,smmouth,0.0420144786675275,target,0.0109810051320585
107321,smmouth,0.027660572827047,congruency,-0.0505058063042431
107321,smmouth,-0.0907929714535568,incongruency,0.157159581862324
107321,smmouth,0.0127680931929176,diagonal,-0.0478672246031485
107321,V1,-0.0158760950595753,distractor,-0.0045307397017885
107321,V1,0.0150524810930328,target,0.00832997354870964
107321,V1,0.00596563814198412,congruency,0.0230234648145154
107321,V1,-0.0581453715067576,incongruency,0.0910009157535462
107321,V1,0.00608035263021909,diagonal,-0.0127165935822847
107321,vpm_L,0.0172881797620451,distractor,-0.00470532042867451
107321,vpm_L,0.0595456596937766,target,0.00957559655619753
107321,vpm_L,0.0292992476299919,congruency,0.0258942208912564
107321,vpm_L,-0.0590644022787489,incongruency,0.0306572004544245
107321,vpm_L,-0.0334271359721126,diagonal,-0.0158440115617883
107321,vpm_R,-0.00460234549760393,distractor,0.00923787126486672
107321,vpm_R,0.0239467448473049,target,0.0441291849433775
107321,vpm_R,0.0437604176586529,congruency,-0.0237020649290002
107321,vpm_R,-0.104725096229028,incongruency,0.0989206990811378
107321,vpm_R,0.00714990547718432,diagonal,-0.0382910063588339
107321,vvis_L,0.0077083415117998,distractor,-0.0207781321552178
107321,vvis_L,0.0320695041841546,target,-0.00949230990894077
107321,vvis_L,0.0443898655872123,congruency,0.152397546117308
107321,vvis_L,-0.0806711340420337,incongruency,-0.0495179903706595
107321,vvis_L,-0.014508151270863,diagonal,0.00680218540372859
107321,vvis_R,-0.00643446450327337,distractor,-0.00477952566819095
107321,vvis_R,-0.00338133550588603,target,-0.000595295587816079
107321,vvis_R,-0.018835307270094,congruency,0.0450761713268929
107321,vvis_R,0.00347201786248766,incongruency,0.061530990015723
107321,vvis_R,0.00619980507852313,diagonal,-0.0324715888928054
107321,vwfa,0.00202756310654083,distractor,-0.0167023759898041
107321,vwfa,0.0182880026165537,target,0.00287651659370244
107321,vwfa,0.000482514945276644,congruency,0.0613693465347676
107321,vwfa,-0.00360624404227395,incongruency,-0.0756111410162074
107321,vwfa,0.00419824394178976,diagonal,-0.0229495492738579
115825,aud,0.0102041052425125,distractor,-0.00405698841382992
115825,aud,0.0135826294181998,target,-0.0107653028065539
115825,aud,0.016784795904658,congruency,-0.0101247079297249
115825,aud,-0.0423628419434721,incongruency,-0.0160395329141334
115825,aud,-0.0271128859143394,diagonal,-0.0192140254396151
115825,dlpfc_L,-0.00877001620708231,distractor,0.00401033840298674
115825,dlpfc_L,-0.0254161724968559,target,0.0223306156047178
115825,dlpfc_L,-0.00566109716326791,congruency,-0.0673645036540416
115825,dlpfc_L,0.0186435424337115,incongruency,0.202160844506411
115825,dlpfc_L,-0.00517791124931465,diagonal,-0.0254738950194991
115825,dlpfc_R,-0.00701809333376488,distractor,0.0373293022338302
115825,dlpfc_R,0.00325980126844451,target,0.0287927802056116
115825,dlpfc_R,-0.0186003765978334,congruency,-0.0122548115822177
115825,dlpfc_R,0.0601258136807089,incongruency,0.0338203131793139
115825,dlpfc_R,-0.0424923915883643,diagonal,-0.0318118025441957
115825,dlpfc.alt_L,-0.00583334260543392,distractor,0.00927002948295632
115825,dlpfc.alt_L,-0.02291304291986,target,0.0288616038257068
115825,dlpfc.alt_L,0.00601257074234571,congruency,-0.0480376513465874
115825,dlpfc.alt_L,0.0208784166294297,incongruency,0.183260663651756
115825,dlpfc.alt_L,-0.00747533221805758,diagonal,-0.0335284937044585
115825,dlpfc.alt_R,-0.00603637539857949,distractor,0.0348850142000939
115825,dlpfc.alt_R,0.00731004144356547,target,0.0273535414067347
115825,dlpfc.alt_R,-0.0165734859657066,congruency,-0.015618842579805
115825,dlpfc.alt_R,0.0606853463572972,incongruency,0.0434323226861523
115825,dlpfc.alt_R,-0.0451006266322513,diagonal,-0.0349050436957904
115825,dmfc_L,0.0120408742572136,distractor,0.00711635684218362
115825,dmfc_L,-0.0130402227684892,target,0.0232598132455612
115825,dmfc_L,0.0181855116192576,congruency,-0.0168893103411388
115825,dmfc_L,-0.00826881569967003,incongruency,0.0845596617658864
115825,dmfc_L,-0.0206499770751664,diagonal,-0.0361166941896961
115825,dmfc_R,-0.00978663081515888,distractor,0.00818185183191248
115825,dmfc_R,-0.00599021223031501,target,0.0421790582845969
115825,dmfc_R,-0.00271453206297649,congruency,-0.0323036488654355
115825,dmfc_R,0.0699245140909108,incongruency,0.0977195130097482
115825,dmfc_R,-0.0202670381173766,diagonal,-0.0264108943711911
115825,dmfc.alt_L,0.013361277467352,distractor,0.010705602426377
115825,dmfc.alt_L,-0.0159101150135417,target,0.0200731550097226
115825,dmfc.alt_L,0.0256014415687012,congruency,-0.00662366240453868
115825,dmfc.alt_L,-0.0195967072619902,incongruency,0.0604591092848602
115825,dmfc.alt_L,-0.0222012877242914,diagonal,-0.0383539934729076
115825,dmfc.alt_R,-0.00875901358302512,distractor,0.00414355404335353
115825,dmfc.alt_R,-0.00581171794810332,target,0.0390895320431009
115825,dmfc.alt_R,-0.00419606566040897,congruency,-0.0303498955791952
115825,dmfc.alt_R,0.0768634809716014,incongruency,0.0958192298490071
115825,dmfc.alt_R,-0.0222152996678989,diagonal,-0.0252998515496685
115825,dpm_L,-0.0255235556669101,distractor,0.00895771584147739
115825,dpm_L,-0.000374416842217542,target,-0.00362132593112075
115825,dpm_L,-0.00065652952527166,congruency,-0.0566856813838097
115825,dpm_L,0.0397933066958653,incongruency,0.14921862895783
115825,dpm_L,0.0162149915967817,diagonal,-0.0195347439307718
115825,dpm_R,-0.00417916550085863,distractor,0.00755981927203923
115825,dpm_R,0.00330939858185708,target,0.0204453303294622
115825,dpm_R,0.0194622952043845,congruency,-0.059395946599128
115825,dpm_R,0.0650179827926057,incongruency,0.126570125231612
115825,dpm_R,-0.0384118196133563,diagonal,0.0141141346628008
115825,evis,-0.00831661165336581,distractor,0.0125428046152409
115825,evis,-0.00360322291910357,target,0.0128399813428448
115825,evis,-0.0190831823248882,congruency,-0.0138864235801201
115825,evis,0.0705106502209298,incongruency,0.0824501696866264
115825,evis,-0.00854205566226533,diagonal,-0.0342170236160668
115825,fpc_L,0.00550486565811585,distractor,0.0126755700625438
115825,fpc_L,0.00481731491915729,target,0.028131420669891
115825,fpc_L,0.040651270644326,congruency,-0.0485971976085023
115825,fpc_L,0.111760105419739,incongruency,0.142644289208088
115825,fpc_L,-0.0100375196243236,diagonal,-0.0240434816450926
115825,fpc_R,-0.00411945421139692,distractor,0.029033032158137
115825,fpc_R,-0.00458519516000772,target,0.0215459893559458
115825,fpc_R,0.00556290048263567,congruency,-0.0476056851905135
115825,fpc_R,0.124496278280263,incongruency,0.11223443694388
115825,fpc_R,-0.0293902984752808,diagonal,-0.0275404307442148
115825,ifc_L,-0.000946896558810759,distractor,0.0179190520078715
115825,ifc_L,0.0148461912686372,target,0.0221241468240347
115825,ifc_L,-0.010605285354635,congruency,-0.057091414336223
115825,ifc_L,0.0842464829107548,incongruency,0.161389599932588
115825,ifc_L,-0.0195496272495692,diagonal,-0.020433632513072
115825,ifc_R,0.0034339417544907,distractor,0.0412541586229444
115825,ifc_R,-0.00464442240271554,target,0.00825415378423075
115825,ifc_R,-0.00645731712208569,congruency,-0.050679338256074
115825,ifc_R,0.150888179787996,incongruency,0.0849782214882287
115825,ifc_R,-0.038351613977959,diagonal,-0.0100861570247007
115825,ins_L,0.0105667915403227,distractor,2.53336006751829e-05
115825,ins_L,-0.0123130281223295,target,0.000751679531081682
115825,ins_L,0.00595078171017829,congruency,-0.00318589989712991
115825,ins_L,0.000101161034354696,incongruency,-0.000471821051449219
115825,ins_L,-0.0364815484635154,diagonal,0.0161099373914125
115825,ins_R,0.0171907843188304,distractor,0.00930743178957943
115825,ins_R,0.00534175228486286,target,0.00447986894612668
115825,ins_R,-0.0393305412284406,congruency,-0.0216082314390127
115825,ins_R,0.103299464613803,incongruency,0.102519467800825
115825,ins_R,-0.0557788278892785,diagonal,0.00199848354951066
115825,lppc_L,-0.001459782428825,distractor,-0.00884447361105295
115825,lppc_L,-0.00574775017160605,target,0.0285820493301478
115825,lppc_L,0.0238254132922638,congruency,-0.0333393070393925
115825,lppc_L,0.0940127394995883,incongruency,0.0563150968981313
115825,lppc_L,-0.0247145697255979,diagonal,-0.0169090019059967
115825,lppc_R,0.0106164758733177,distractor,-0.0209650028771369
115825,lppc_R,0.00519618583013805,target,-0.00469843273068115
115825,lppc_R,-0.00808897878917728,congruency,-0.0320697998276706
115825,lppc_R,0.108792332599502,incongruency,0.0460562977925272
115825,lppc_R,-0.0356376501605672,diagonal,-0.00357166541494824
115825,ofc_L,0.00506807144324356,distractor,0.00383789657593347
115825,ofc_L,0.00419013791497103,target,0.0170970626098305
115825,ofc_L,0.0236294070674921,congruency,-0.045503122085679
115825,ofc_L,0.187709570014051,incongruency,0.112345216543947
115825,ofc_L,-0.0375153017353843,diagonal,-0.0133022890639151
115825,ofc_R,0.00452012535049738,distractor,0.0186946205544276
115825,ofc_R,0.00176029032803786,target,0.0180610956198256
115825,ofc_R,-0.00770592163415349,congruency,-0.0374777043346465
115825,ofc_R,0.184782144182422,incongruency,0.147745609781595
115825,ofc_R,-0.035943365725577,diagonal,-0.0361188717915678
115825,smmouth,-0.0159347326111475,distractor,0.0203149491034404
115825,smmouth,0.0484441835719295,target,0.0113264976629149
115825,smmouth,0.000771459291726992,congruency,0.0257738529864078
115825,smmouth,0.0357806989981554,incongruency,-0.0107631967752297
115825,smmouth,-0.010403876344166,diagonal,-0.00505565027922278
115825,V1,-0.00983422839123789,distractor,0.0106980555190666
115825,V1,-0.0216173702512325,target,0.00746804616518543
115825,V1,-0.00212495964373789,congruency,-0.0201105377773115
115825,V1,0.0424308168146777,incongruency,0.0863717791238216
115825,V1,-0.00558191997596638,diagonal,-0.0330929766335313
115825,vpm_L,0.000405418910381618,distractor,-0.00997097507394871
115825,vpm_L,-0.00140380945062764,target,0.0204221545142744
115825,vpm_L,0.0107876488745827,congruency,-0.0349355436710421
115825,vpm_L,-0.0182745874715064,incongruency,0.0699861258109632
115825,vpm_L,-0.0133833600589686,diagonal,-0.0310418200512685
115825,vpm_R,-0.0176499727304659,distractor,0.03447096910235
115825,vpm_R,0.0164990814057342,target,0.0216383126961864
115825,vpm_R,-0.0378696637007223,congruency,-0.0330753585394027
115825,vpm_R,0.103316538815544,incongruency,0.0652301089511383
115825,vpm_R,-0.0209927472097559,diagonal,-0.0229655626595359
115825,vvis_L,0.00698252273104616,distractor,-0.000700744492944958
115825,vvis_L,0.0174174724697245,target,-0.0387712491195733
115825,vvis_L,-0.0142034806215725,congruency,-0.0341799868726428
115825,vvis_L,0.0909439321316442,incongruency,0.0648129062663122
115825,vvis_L,-0.0167705459711676,diagonal,-0.00236062479653074
115825,vvis_R,-0.00672758043032069,distractor,0.00330337375877668
115825,vvis_R,0.013013379565841,target,-0.0193614305307182
115825,vvis_R,-0.0250636616115494,congruency,-0.0250155307123073
115825,vvis_R,0.10175788092207,incongruency,0.00589717057828107
115825,vvis_R,-0.00733006942981529,diagonal,0.001313318059382
115825,vwfa,0.00560985443646676,distractor,0.00828438851011774
115825,vwfa,0.00987218696021504,target,-0.0223349007600238
115825,vwfa,-0.00701288313970078,congruency,-0.0163458899766077
115825,vwfa,0.0583836789213078,incongruency,0.0215170281422191
115825,vwfa,-0.0121171110335301,diagonal,-0.00615880021041077
123117,aud,-0.00635293230019422,distractor,0.0149056813449163
123117,aud,-0.00473077179670932,target,0.0280590100541732
123117,aud,-0.037560203866032,congruency,-0.0361616173853
123117,aud,0.0735011563921039,incongruency,0.0740336324222586
123117,aud,-0.036880645713625,diagonal,-0.0494445773069723
123117,dlpfc_L,-0.0112888544311449,distractor,0.0309053162560035
123117,dlpfc_L,0.0324270988435791,target,0.0268884837019548
123117,dlpfc_L,0.00390635137266385,congruency,-0.0258768119060504
123117,dlpfc_L,-0.0349083434853194,incongruency,0.142824610760939
123117,dlpfc_L,0.00079414519531968,diagonal,-0.0517009364559697
123117,dlpfc_R,-0.0292009667069274,distractor,0.0425533290815187
123117,dlpfc_R,-0.00583931533697552,target,0.0314600113813802
123117,dlpfc_R,0.0200176947297707,congruency,-0.00244243411839272
123117,dlpfc_R,-0.0444454428517174,incongruency,0.115015862213941
123117,dlpfc_R,0.0333913877574323,diagonal,-0.0469919193986284
123117,dlpfc.alt_L,-0.0199937360290083,distractor,0.0367438068477206
123117,dlpfc.alt_L,0.0239924631970713,target,0.0303262658030295
123117,dlpfc.alt_L,0.00332384985492978,congruency,-0.000740069962798624
123117,dlpfc.alt_L,-0.0431503653690678,incongruency,0.131889808290237
123117,dlpfc.alt_L,0.0193343559942905,diagonal,-0.0537899176994287
123117,dlpfc.alt_R,-0.0314217945527794,distractor,0.0413751483453337
123117,dlpfc.alt_R,0.00095056220818323,target,0.0300941417709735
123117,dlpfc.alt_R,0.00494502131413538,congruency,0.0104799573170423
123117,dlpfc.alt_R,-0.0233910990019637,incongruency,0.094603546715895
123117,dlpfc.alt_R,0.0320241943651857,diagonal,-0.0457487387605234
123117,dmfc_L,-0.0276270835478625,distractor,0.0454560967125472
123117,dmfc_L,-0.00172736178923871,target,0.0530627753513128
123117,dmfc_L,-0.018483419101978,congruency,-0.00550890486551531
123117,dmfc_L,0.00303979843840915,incongruency,0.0477375133714075
123117,dmfc_L,0.0344811894135534,diagonal,-0.0564421835648752
123117,dmfc_R,-0.0447805616855177,distractor,0.0167514464011675
123117,dmfc_R,0.014223560891039,target,0.063587399989317
123117,dmfc_R,-0.0201943792169607,congruency,0.00478790027103153
123117,dmfc_R,-0.00424132359472374,incongruency,0.047656507615646
123117,dmfc_R,0.0341554576784391,diagonal,-0.0486103595608052
123117,dmfc.alt_L,-0.0309356951512122,distractor,0.0514053875119645
123117,dmfc.alt_L,-0.00245022238086286,target,0.0485111107595268
123117,dmfc.alt_L,-0.0257404789492428,congruency,-0.00780637428283586
123117,dmfc.alt_L,0.0170487044679383,incongruency,0.0608491808303
123117,dmfc.alt_L,0.0347220942814864,diagonal,-0.0555156785550772
123117,dmfc.alt_R,-0.0445515436782215,distractor,0.0262053590952784
123117,dmfc.alt_R,0.00680571128901146,target,0.0621380825829951
123117,dmfc.alt_R,-0.0246627026582901,congruency,0.00908410590045736
123117,dmfc.alt_R,0.0042789229539736,incongruency,0.0433134017530311
123117,dmfc.alt_R,0.040063757164049,diagonal,-0.0484248225703714
123117,dpm_L,-0.0243332411919257,distractor,0.0353417955695455
123117,dpm_L,0.0175401640508456,target,0.0341459217392265
123117,dpm_L,-0.0224230488064446,congruency,0.0577186984614447
123117,dpm_L,0.0460451967780242,incongruency,-0.0280558618202739
123117,dpm_L,0.0233563804199283,diagonal,-0.0622820748063585
123117,dpm_R,-0.0157635837779047,distractor,0.0431225599583838
123117,dpm_R,0.00294367797230484,target,0.0190829026776875
123117,dpm_R,-0.0317306469025668,congruency,-0.00468682349481236
123117,dpm_R,0.0546200618449269,incongruency,0.0109266719344231
123117,dpm_R,0.0406081466428016,diagonal,-0.0569598687781131
123117,evis,0.0225558292203042,distractor,0.0287964724354445
123117,evis,0.0600159921193975,target,0.0438692091266731
123117,evis,-0.0010151742572009,congruency,-0.00219387353329772
123117,evis,-0.0354139429513601,incongruency,-0.0103314315126942
123117,evis,-0.00592689717329728,diagonal,-0.0764552578640137
123117,fpc_L,-0.0132904696665788,distractor,0.0348762733260228
123117,fpc_L,0.0492137538338742,target,0.0379840993886935
123117,fpc_L,0.0132889569946484,congruency,0.0468300784748222
123117,fpc_L,-0.0329178185564185,incongruency,0.00547443936401471
123117,fpc_L,0.0192382959530874,diagonal,-0.0286469603647812
123117,fpc_R,-0.0271581950992528,distractor,0.0236288520555443
123117,fpc_R,0.06348020773725,target,0.017321757101636
123117,fpc_R,-0.0129203800964526,congruency,0.0354275879491807
123117,fpc_R,0.0190638650915395,incongruency,0.0116405816928652
123117,fpc_R,0.029684114255036,diagonal,-0.0406641915044418
123117,ifc_L,-0.0113058895056254,distractor,0.037774965705414
123117,ifc_L,0.0627543820797141,target,0.0265997008912178
123117,ifc_L,0.0303129957475137,congruency,0.0535156680193673
123117,ifc_L,-0.0388949686798826,incongruency,0.00399238818634414
123117,ifc_L,0.00225336431368748,diagonal,-0.0193410981512963
123117,ifc_R,-0.0263949607415109,distractor,0.0323949605789535
123117,ifc_R,0.0494351814211161,target,0.0103315331509676
123117,ifc_R,-0.0154877999148349,congruency,0.0165577167445641
123117,ifc_R,0.0628968444219721,incongruency,0.0489740495034755
123117,ifc_R,0.0232045073865833,diagonal,-0.0581312496749332
123117,ins_L,-0.0103480097376657,distractor,0.0170056817106029
123117,ins_L,0.0119086351559006,target,0.0499693511370747
123117,ins_L,0.0361841694940362,congruency,-0.0170212187900747
123117,ins_L,-0.011876666670726,incongruency,0.0674090820862038
123117,ins_L,-0.00385977028390759,diagonal,-0.0184534825940755
123117,ins_R,-0.010011453037185,distractor,0.0374668422535936
123117,ins_R,-0.00406616639415901,target,0.0392537692860617
123117,ins_R,0.00869929481466896,congruency,-0.0177159850950004
123117,ins_R,0.0324346989204812,incongruency,0.0940555004297756
123117,ins_R,0.0199194235068044,diagonal,-0.0521025595329943
123117,lppc_L,-0.0217477041465071,distractor,0.0334240854264922
123117,lppc_L,0.0260602531427219,target,0.018304959267325
123117,lppc_L,-0.0300029537068348,congruency,0.00856549941890715
123117,lppc_L,0.0781201555370634,incongruency,0.0236376429239055
123117,lppc_L,0.0171355484202112,diagonal,-0.0653186318043884
123117,lppc_R,-0.0135010630182717,distractor,0.0297715791865498
123117,lppc_R,0.0527223517829492,target,0.00697102349946042
123117,lppc_R,0.00658762038714807,congruency,-0.00245503827444974
123117,lppc_R,-0.0125781087675118,incongruency,-0.00437375017699898
123117,lppc_R,0.0127343170095524,diagonal,-0.0221989869647968
123117,ofc_L,-0.0146440566902559,distractor,0.0299846480151861
123117,ofc_L,0.0704136360449543,target,0.0207191009352377
123117,ofc_L,0.0186504289992127,congruency,0.0780773274817139
123117,ofc_L,-0.0203206265737234,incongruency,-0.0496423957969699
123117,ofc_L,0.0150359758239091,diagonal,-0.0315359197073789
123117,ofc_R,-0.0238468099657255,distractor,0.0223978357487409
123117,ofc_R,0.0725463412946762,target,0.0208860038226766
123117,ofc_R,0.0147782711573554,congruency,0.0690642185445858
123117,ofc_R,-0.0192207254116058,incongruency,-0.0230223086415577
123117,ofc_R,0.0342893538165977,diagonal,-0.0318561112316416
123117,smmouth,0.00766263089898014,distractor,-0.000911152617101874
123117,smmouth,0.0228158757597677,target,0.0185360730123169
123117,smmouth,-0.049413100862239,congruency,-0.0419532878459955
123117,smmouth,0.106400339615236,incongruency,0.0863158655396777
123117,smmouth,-0.0308119559215607,diagonal,-0.0230812336047343
123117,V1,0.0305195151694007,distractor,0.0450033203579836
123117,V1,0.0410816336494284,target,0.0434772264440346
123117,V1,-0.0113341003179901,congruency,-0.00453024331092812
123117,V1,-0.000114364748884222,incongruency,0.0184357809507866
123117,V1,-0.00724003062642326,diagonal,-0.0765158761505784
123117,vpm_L,0.0182418766549404,distractor,0.0197647977899868
123117,vpm_L,0.0173760034246306,target,0.0130702651216555
123117,vpm_L,-0.0233483232545835,congruency,-0.0115175514545712
123117,vpm_L,0.0167226386530675,incongruency,0.0452255374468136
123117,vpm_L,-0.00805896522251249,diagonal,-0.0171944008731358
123117,vpm_R,-0.0135725226831055,distractor,0.020442055468723
123117,vpm_R,-0.00389937729071384,target,0.0115131432145624
123117,vpm_R,-0.0404222492603324,congruency,-0.0289691568258487
123117,vpm_R,0.0567639043327737,incongruency,0.0769964843116486
123117,vpm_R,0.00297798655853476,diagonal,-0.0353136565577149
123117,vvis_L,-0.0163086212570847,distractor,0.0255498287395704
123117,vvis_L,-0.0180111783852608,target,0.0240168541172474
123117,vvis_L,-0.0348361410922584,congruency,-0.0242112876230159
123117,vvis_L,0.0406511358497131,incongruency,0.018866412756723
123117,vvis_L,0.0188479062375477,diagonal,-0.0369416577668764
123117,vvis_R,-0.0183536107478245,distractor,-0.00655836293863706
123117,vvis_R,-0.00324981570639217,target,0.0186944659602644
123117,vvis_R,-0.0183445516517797,congruency,0.0128173854382748
123117,vvis_R,0.0276588729373186,incongruency,-0.0246752152171544
123117,vvis_R,0.0338736032807564,diagonal,-0.020897450176276
123117,vwfa,-0.0167220939631332,distractor,0.0312466000802239
123117,vwfa,-0.024794035719662,target,0.00327890953435866
123117,vwfa,-0.0519740966584818,congruency,-0.0348663244065533
123117,vwfa,0.0890508531290521,incongruency,0.0580834215679793
