subj,is.analysis.group,roi.hemi,roi,hemi,model,y,param,coef,beta
DMCC7297690,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,incongruency,0.00354383639649707,0.00980386065604053
DMCC7921988,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,target,0.0222662864324177,0.0395629591681839
DMCC7921988,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,distractor,-0.0067369595702737,-0.0119702967625702
DMCC7921988,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,incongruency,-0.0517107129710501,-0.114274442796686
DMCC8033964,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,target,0.163004243879803,0.301192954453809
DMCC8033964,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,distractor,0.0282389027812722,0.0521787553304247
DMCC8033964,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,incongruency,0.085911014589383,0.197434186797491
DMCC8050964,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,target,0.020947332074141,0.0482693001388272
DMCC8050964,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,distractor,-0.0417169731464502,-0.0961291438242483
DMCC8050964,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,incongruency,-0.0765768650527445,-0.219466115966466
DMCC8078683,FALSE,CinguloParietal_r,CinguloParietal,r,tdi,z,target,-0.0386473437309359,-0.0732428141941214
DMCC8078683,FALSE,CinguloParietal_r,CinguloParietal,r,tdi,z,distractor,-0.0578088367315592,-0.109556866753526
DMCC8078683,FALSE,CinguloParietal_r,CinguloParietal,r,tdi,z,incongruency,-0.108125992303543,-0.254860827811759
DMCC9441378,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,target,-0.0248111002096231,-0.0253128463098603
DMCC9441378,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,distractor,-0.0419489742487131,-0.0427972935114791
DMCC9441378,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,incongruency,-0.10671104247585,-0.135404136635039
DMCC9478705,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,target,0.0204218686538244,0.0340960736968925
DMCC9478705,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,distractor,-0.0217021995749954,-0.0362336967609052
DMCC9478705,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,incongruency,0.0460156222876808,0.0955524445614229
DMCC9953810,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,target,-0.0320277397287096,-0.0535553381045779
DMCC9953810,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,distractor,0.0224448679639463,0.0375312932696351
DMCC9953810,TRUE,CinguloParietal_r,CinguloParietal,r,tdi,z,incongruency,0.123866755580172,0.25760770437811
107321,TRUE,Default_r,Default,r,tdi,z,target,-0.0253337289405183,-0.0430228996588513
107321,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0416044134286819,-0.0706545218238579
107321,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.075935762826467,-0.160388981130185
115825,FALSE,Default_r,Default,r,tdi,z,target,0.0120612210913235,0.0256066827576626
115825,FALSE,Default_r,Default,r,tdi,z,distractor,0.0512256758675007,0.108755126952241
115825,FALSE,Default_r,Default,r,tdi,z,incongruency,0.00960025402615745,0.0253496739414076
123117,TRUE,Default_r,Default,r,tdi,z,target,-0.0123914998226901,-0.0265961343063121
123117,TRUE,Default_r,Default,r,tdi,z,distractor,-0.038425143877184,-0.0824726870774458
123117,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.020609609544211,-0.0550163807198316
130114,TRUE,Default_r,Default,r,tdi,z,target,-0.0161943130778278,-0.0402254139392687
130114,TRUE,Default_r,Default,r,tdi,z,distractor,-0.020511832089214,-0.0509497953062964
130114,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0510867654979172,-0.157824349443464
130518,FALSE,Default_r,Default,r,tdi,z,target,0.0730048625890391,0.155891605124391
130518,FALSE,Default_r,Default,r,tdi,z,distractor,-7.24436775283645e-05,-0.00015469327344146
130518,FALSE,Default_r,Default,r,tdi,z,incongruency,0.0156819617448757,0.0416484594034721
132017,TRUE,Default_r,Default,r,tdi,z,target,0.00285512335654511,0.00373930816439349
132017,TRUE,Default_r,Default,r,tdi,z,distractor,0.0356125437447099,0.0466411636030171
132017,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0379186685886267,-0.0617656578175191
138837,TRUE,Default_r,Default,r,tdi,z,target,-0.0174168659753486,-0.0306011899576337
138837,TRUE,Default_r,Default,r,tdi,z,distractor,-0.027782627855502,-0.0488136886241067
138837,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0188822467555626,0.04126193436777
141422,TRUE,Default_r,Default,r,tdi,z,target,0.0874235266452077,0.156881819574084
141422,TRUE,Default_r,Default,r,tdi,z,distractor,-0.000168722388374475,-0.000302772906868435
141422,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0584842046027149,0.130530046897225
150423,TRUE,Default_r,Default,r,tdi,z,target,0.0341074876657067,0.0659184093936406
150423,TRUE,Default_r,Default,r,tdi,z,distractor,0.00671402907329912,0.0129759811532391
150423,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0104741614778017,0.025176993276204
158136,TRUE,Default_r,Default,r,tdi,z,target,0.021491115776871,0.0359865892288939
158136,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0179711874072446,-0.0300925157118175
158136,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0683696232681589,-0.142387714785793
160830,TRUE,Default_r,Default,r,tdi,z,target,0.0549479515421044,0.107096516259744
160830,TRUE,Default_r,Default,r,tdi,z,distractor,0.0154196300961435,0.0300536893362706
160830,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0390985543064908,0.094779005414751
161832,TRUE,Default_r,Default,r,tdi,z,target,-0.0148337076694764,-0.0294832364372356
161832,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0440259039343073,-0.087505171598411
161832,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.11849718231377,-0.292928125911554
165032,TRUE,Default_r,Default,r,tdi,z,target,0.0453976685904542,0.0942152529485534
165032,TRUE,Default_r,Default,r,tdi,z,distractor,0.00932505787682288,0.0193525948336805
165032,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0327262910086676,0.0844718618380753
171330,TRUE,Default_r,Default,r,tdi,z,target,-0.0214549248110293,-0.0445692087741622
171330,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0130000742223805,-0.0270055955544075
171330,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0240140383329732,0.0620441354383212
178243,TRUE,Default_r,Default,r,tdi,z,target,0.014122122787742,0.0332425584725486
178243,TRUE,Default_r,Default,r,tdi,z,distractor,-0.02640753365814,-0.0621616165601171
178243,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0954949297369094,-0.279577606117106
178647,FALSE,Default_r,Default,r,tdi,z,target,-0.00728490378681545,-0.0157657440579074
178647,FALSE,Default_r,Default,r,tdi,z,distractor,0.0198081863291214,0.042868211448649
178647,FALSE,Default_r,Default,r,tdi,z,incongruency,-0.0186048486517851,-0.0500777033697895
178950,TRUE,Default_r,Default,r,tdi,z,target,0.0693432926772543,0.109524066762014
178950,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0257476874136451,-0.0406671117909648
178950,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.00295877070449128,-0.00581224646310627
182436,TRUE,Default_r,Default,r,tdi,z,target,0.00357453011583213,0.00841941176618665
182436,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0407251469296137,-0.0959235955853878
182436,TRUE,Default_r,Default,r,tdi,z,incongruency,0.099892149879023,0.292631962595182
197449,TRUE,Default_r,Default,r,tdi,z,target,0.12102675822542,0.222245649192915
197449,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0295440280780459,-0.0542527272171443
197449,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.00681889780096984,-0.015573766497289
203418,TRUE,Default_r,Default,r,tdi,z,target,-0.0410164602520171,-0.119327123304706
203418,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0213754372245152,-0.0621864836143743
203418,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0406775260368069,-0.147184858688197
204319,TRUE,Default_r,Default,r,tdi,z,target,0.0310458093329866,0.0699580646839317
204319,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0116762058487142,-0.0263109508683135
204319,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.027813294160003,-0.0779497703524792
233326,FALSE,Default_r,Default,r,tdi,z,target,0.00907174877605877,0.0197569401377663
233326,FALSE,Default_r,Default,r,tdi,z,distractor,0.0501379508468349,0.109193113473932
233326,FALSE,Default_r,Default,r,tdi,z,incongruency,0.086303238905353,0.233767091958636
300618,TRUE,Default_r,Default,r,tdi,z,target,0.00511145939172594,0.0103098345183795
300618,TRUE,Default_r,Default,r,tdi,z,distractor,0.0147663203903465,0.0297837286776211
300618,TRUE,Default_r,Default,r,tdi,z,incongruency,0.055267306563679,0.138644514041529
317332,TRUE,Default_r,Default,r,tdi,z,target,0.0234767827972861,0.0525185054835434
317332,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0129619171356596,-0.028996328928215
317332,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0273994000657045,0.0762328999436363
346945,TRUE,Default_r,Default,r,tdi,z,target,0.0488143839437197,0.119004158546062
346945,TRUE,Default_r,Default,r,tdi,z,distractor,0.0109206177815119,0.0266232783228472
346945,TRUE,Default_r,Default,r,tdi,z,incongruency,0.126138086907495,0.382461897520316
352738,TRUE,Default_r,Default,r,tdi,z,target,-0.0223572666207498,-0.0409418364312772
352738,TRUE,Default_r,Default,r,tdi,z,distractor,-0.00510657864149305,-0.00935144313524508
352738,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0198933489104957,0.0453089630556151
393550,FALSE,Default_r,Default,r,tdi,z,target,0.00453401759835316,0.00922650984784547
393550,FALSE,Default_r,Default,r,tdi,z,distractor,0.0957682784007787,0.194883884900875
393550,FALSE,Default_r,Default,r,tdi,z,incongruency,0.0145268758059937,0.0367666517999326
448347,TRUE,Default_r,Default,r,tdi,z,target,0.0383383014462398,0.0745335638083306
448347,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0367311618439745,-0.0714091206907261
448347,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0402032010685403,-0.0972091764584259
580650,TRUE,Default_r,Default,r,tdi,z,target,0.0612648745487476,0.0992172187563914
580650,TRUE,Default_r,Default,r,tdi,z,distractor,0.0364891411887974,0.0590934222950396
580650,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0484660651881082,-0.0976204651426548
594156,TRUE,Default_r,Default,r,tdi,z,target,0.00933368765185188,0.0273148726145881
594156,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0212835478886181,-0.0622859282471005
594156,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0610303960051188,0.222136392400573
601127,TRUE,Default_r,Default,r,tdi,z,target,0.0144843590631209,0.0441423712704768
601127,TRUE,Default_r,Default,r,tdi,z,distractor,-0.000915919390198956,-0.00279134572678
601127,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0416828067832795,-0.15799412658986
765864,TRUE,Default_r,Default,r,tdi,z,target,0.012134331362367,0.0170453099753601
765864,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0466120456254635,-0.0654767652658421
765864,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0846136247207261,0.147828089195277
814649,TRUE,Default_r,Default,r,tdi,z,target,0.0290306336764443,0.0672712888562797
814649,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0122582596962666,-0.028405474647698
814649,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0676991936562754,0.195112161008667
843151,TRUE,Default_r,Default,r,tdi,z,target,0.038455206152662,0.0627017829337292
843151,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0344230936038669,-0.056127363730377
843151,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0607484739963443,-0.123193481733803
849971,TRUE,Default_r,Default,r,tdi,z,target,0.0017825036870414,0.00458216871663052
849971,TRUE,Default_r,Default,r,tdi,z,distractor,0.00875737076654334,0.0225120153512795
849971,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0989370267503647,-0.316320329438462
873968,TRUE,Default_r,Default,r,tdi,z,target,-0.0219872489440902,-0.0395906816463725
873968,TRUE,Default_r,Default,r,tdi,z,distractor,0.0818970788513978,0.147465523532221
873968,TRUE,Default_r,Default,r,tdi,z,incongruency,0.072686202920735,0.162780237616789
877168,TRUE,Default_r,Default,r,tdi,z,target,0.0631178396528623,0.157842430088458
877168,TRUE,Default_r,Default,r,tdi,z,distractor,0.0125408840210719,0.0313617135857369
877168,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.051693903197628,-0.160782422663612
DMCC1328342,FALSE,Default_r,Default,r,tdi,z,target,0.0270496416966976,0.0606510675036812
DMCC1328342,FALSE,Default_r,Default,r,tdi,z,distractor,-0.00796874917000441,-0.0178676357065704
DMCC1328342,FALSE,Default_r,Default,r,tdi,z,incongruency,0.0311603886679755,0.0868975253302921
DMCC1596165,FALSE,Default_r,Default,r,tdi,z,target,-0.0195281790786719,-0.0459052857399152
DMCC1596165,FALSE,Default_r,Default,r,tdi,z,distractor,-0.0126400787839635,-0.0297132889869184
DMCC1596165,FALSE,Default_r,Default,r,tdi,z,incongruency,-0.0409805113782761,-0.119813548221229
DMCC1971064,TRUE,Default_r,Default,r,tdi,z,target,-0.0188733458313302,-0.0307226718207722
DMCC1971064,TRUE,Default_r,Default,r,tdi,z,distractor,0.0412168048752007,0.0670941115051006
DMCC1971064,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0378410383066407,0.0766126947788402
DMCC2442951,TRUE,Default_r,Default,r,tdi,z,target,0.0225746387033722,0.0469915410883754
DMCC2442951,TRUE,Default_r,Default,r,tdi,z,distractor,-0.00899170317421468,-0.0187171983001645
DMCC2442951,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0241101794284874,-0.0624204553282331
DMCC2803654,FALSE,Default_r,Default,r,tdi,z,target,0.0451289589162861,0.121942168444201
DMCC2803654,FALSE,Default_r,Default,r,tdi,z,distractor,0.0258237768768845,0.0697779746177595
DMCC2803654,FALSE,Default_r,Default,r,tdi,z,incongruency,0.130055902906582,0.437075313322962
DMCC2834766,FALSE,Default_r,Default,r,tdi,z,target,0.0319251134330259,0.0680654527090339
DMCC2834766,FALSE,Default_r,Default,r,tdi,z,distractor,-0.00717108086348592,-0.0152889939266846
DMCC2834766,FALSE,Default_r,Default,r,tdi,z,incongruency,0.0803084781127007,0.21295277048222
DMCC3062542,TRUE,Default_r,Default,r,tdi,z,target,0.0387151660538495,0.0718754276643521
DMCC3062542,TRUE,Default_r,Default,r,tdi,z,distractor,0.0252930464982538,0.0469570124397178
DMCC3062542,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0452020426486676,-0.104372235729869
DMCC4191255,FALSE,Default_r,Default,r,tdi,z,target,-0.048864854065241,-0.0549496310849911
DMCC4191255,FALSE,Default_r,Default,r,tdi,z,distractor,-0.0747928270749346,-0.0841062218273286
DMCC4191255,FALSE,Default_r,Default,r,tdi,z,incongruency,0.102721182624607,0.143666594085926
DMCC4260551,FALSE,Default_r,Default,r,tdi,z,target,-0.0289695651928428,-0.0839017830296487
DMCC4260551,FALSE,Default_r,Default,r,tdi,z,distractor,0.00950221064122774,0.0275203445483288
DMCC4260551,FALSE,Default_r,Default,r,tdi,z,incongruency,0.110361302659152,0.39753341708176
DMCC4854075,TRUE,Default_r,Default,r,tdi,z,target,-0.00112056018305614,-0.00188517104792843
DMCC4854075,TRUE,Default_r,Default,r,tdi,z,distractor,0.0372655011829923,0.0626935036412967
DMCC4854075,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0495717915508981,0.103723652109182
DMCC5009144,TRUE,Default_r,Default,r,tdi,z,target,-0.0286290712147027,-0.0571184122980687
DMCC5009144,TRUE,Default_r,Default,r,tdi,z,distractor,-0.00934762376103781,-0.0186496245018238
DMCC5009144,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0127721656698958,-0.031692830041106
DMCC5195268,FALSE,Default_r,Default,r,tdi,z,target,0.0200488176822335,0.0668812868645498
DMCC5195268,FALSE,Default_r,Default,r,tdi,z,distractor,-0.0243617880005556,-0.0812690183343007
DMCC5195268,FALSE,Default_r,Default,r,tdi,z,incongruency,-0.0309608721925363,-0.128456667523177
DMCC5775387,FALSE,Default_r,Default,r,tdi,z,target,-0.0381710523625126,-0.10654104843733
DMCC5775387,FALSE,Default_r,Default,r,tdi,z,distractor,-0.0290203754062638,-0.0810001566753952
DMCC5775387,FALSE,Default_r,Default,r,tdi,z,incongruency,-0.0268439613501859,-0.0931873684942915
DMCC6371570,FALSE,Default_r,Default,r,tdi,z,target,0.0100416082915798,0.0205955262333887
DMCC6371570,FALSE,Default_r,Default,r,tdi,z,distractor,-0.00738597555721406,-0.0151487738747316
DMCC6371570,FALSE,Default_r,Default,r,tdi,z,incongruency,0.0280455641433384,0.0715420544577463
DMCC6418065,TRUE,Default_r,Default,r,tdi,z,target,-0.0206791372627206,-0.0430192823174712
DMCC6418065,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0124748147492333,-0.0259516425050712
DMCC6418065,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0258960852313441,0.0670027257993149
DMCC6484785,TRUE,Default_r,Default,r,tdi,z,target,0.059901758496148,0.14694704134549
DMCC6484785,TRUE,Default_r,Default,r,tdi,z,distractor,-0.00982599053541769,-0.0241044716168269
DMCC6484785,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0101495738356942,0.0309668258739958
DMCC6661074,TRUE,Default_r,Default,r,tdi,z,target,-0.0338644463052136,-0.098601538424106
DMCC6661074,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0144909131151416,-0.0421925199498402
DMCC6661074,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0554418885861136,0.200773013685091
DMCC6671683,TRUE,Default_r,Default,r,tdi,z,target,0.02771034105185,0.0617649165009082
DMCC6671683,TRUE,Default_r,Default,r,tdi,z,distractor,0.0368464817500756,0.0821289014230204
DMCC6671683,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0141054491540495,0.0391033997502915
DMCC6705371,FALSE,Default_r,Default,r,tdi,z,target,0.0552000510342197,0.146991198868151
DMCC6705371,FALSE,Default_r,Default,r,tdi,z,distractor,0.0261528986108452,0.0696420718579084
DMCC6705371,FALSE,Default_r,Default,r,tdi,z,incongruency,-0.00530056699568688,-0.0175550386991093
DMCC6721369,TRUE,Default_r,Default,r,tdi,z,target,-0.00161541060190645,-0.00339898319689164
DMCC6721369,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0246734056419756,-0.0519152784364522
DMCC6721369,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.00494118935381195,-0.0129307940923613
DMCC6904377,FALSE,Default_r,Default,r,tdi,z,target,0.0134315245180596,0.0252797519178645
DMCC6904377,FALSE,Default_r,Default,r,tdi,z,distractor,-0.0578727783701523,-0.108923560987279
DMCC6904377,FALSE,Default_r,Default,r,tdi,z,incongruency,-0.0552053767758111,-0.129227959557948
DMCC7297690,TRUE,Default_r,Default,r,tdi,z,target,0.0633789873518426,0.129708878050818
DMCC7297690,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0135854158419049,-0.0278033638645075
DMCC7297690,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0416064940076152,0.105904188928883
DMCC7921988,TRUE,Default_r,Default,r,tdi,z,target,0.00979762278986216,0.0230720592019879
DMCC7921988,TRUE,Default_r,Default,r,tdi,z,distractor,0.00104789881504706,0.00246765812656866
DMCC7921988,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0320362349095583,0.0938284889243613
DMCC8033964,TRUE,Default_r,Default,r,tdi,z,target,0.0166635144839987,0.0300055238081057
DMCC8033964,TRUE,Default_r,Default,r,tdi,z,distractor,0.0252098045618757,0.0453945889809396
DMCC8033964,TRUE,Default_r,Default,r,tdi,z,incongruency,0.101195748659251,0.2266336991052
DMCC8050964,TRUE,Default_r,Default,r,tdi,z,target,-0.0296487954203747,-0.0523955857337425
DMCC8050964,TRUE,Default_r,Default,r,tdi,z,distractor,-0.0275467515863485,-0.0486808372469917
DMCC8050964,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.139878467227075,-0.307444070398713
DMCC8078683,FALSE,Default_r,Default,r,tdi,z,target,0.0134395110360115,0.025077149049656
DMCC8078683,FALSE,Default_r,Default,r,tdi,z,distractor,0.0694842850203424,0.129652616631285
DMCC8078683,FALSE,Default_r,Default,r,tdi,z,incongruency,-0.106474904198264,-0.24709818834527
DMCC9441378,TRUE,Default_r,Default,r,tdi,z,target,-0.0478035845536043,-0.110838371696994
DMCC9441378,TRUE,Default_r,Default,r,tdi,z,distractor,-0.048655479585889,-0.112813592992989
DMCC9441378,TRUE,Default_r,Default,r,tdi,z,incongruency,-0.0227754720168689,-0.0656787184880989
DMCC9478705,TRUE,Default_r,Default,r,tdi,z,target,-0.0264728639912799,-0.0629085870539767
DMCC9478705,TRUE,Default_r,Default,r,tdi,z,distractor,0.0011137282633349,0.00264659960598011
DMCC9478705,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0297755592571122,0.0880028100839048
DMCC9953810,TRUE,Default_r,Default,r,tdi,z,target,-0.00288281148813702,-0.00850906113970803
DMCC9953810,TRUE,Default_r,Default,r,tdi,z,distractor,0.0279415624871384,0.082473815759519
DMCC9953810,TRUE,Default_r,Default,r,tdi,z,incongruency,0.0690351216533799,0.253432965197483
107321,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0271431911136118,0.0906301207446162
107321,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.00375103365481411,-0.0125245639552832
107321,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.0160386295279642,0.0666049520846221
115825,FALSE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0121154697444331,0.0376205653351728
115825,FALSE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,0.0131702914012049,0.0408959634742971
115825,FALSE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.0153622751452161,0.0593291613925916
123117,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,-0.0101275444656468,-0.0260915218147478
123117,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.0354958717025014,-0.0914477654480632
123117,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,-0.0461362088554655,-0.147830745351004
130114,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.00445584194194233,0.0157920649501422
130114,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,0.014764622926388,0.0523276829061486
130114,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,-0.031222858643008,-0.137628829894838
130518,FALSE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0370994298168634,0.106174261266717
130518,FALSE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,0.0355354019952074,0.101698195208974
130518,FALSE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,-0.0135174412831692,-0.0481142937194221
132017,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,-0.00166633523600268,-0.00455393644287089
132017,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.0291461466381192,-0.0796536594058903
132017,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.0410255197192066,0.139446073169017
138837,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0427753509015199,0.147157853875621
138837,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.00647996879637426,-0.0222927055221784
138837,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.0619914628586564,0.265246315431846
141422,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0134980313756011,0.0394939540930004
141422,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.0181751065896133,-0.0531786306692889
141422,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.0453240843249428,0.164936522188488
150423,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.00435394058251414,0.0132399422809666
150423,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.00254771503881513,-0.00774737262096157
150423,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.0628349602922266,0.237647116476289
158136,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0049321630989022,0.0153831623546749
158136,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.00294623083299437,-0.00918914203149305
158136,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.122266252231509,0.474288292528284
160830,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,-0.0260167382523753,-0.0938427293054528
160830,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.00370114431980134,-0.0133500779826549
160830,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,-0.0084046277094952,-0.0377045597005452
161832,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.027046359449959,0.097386860515587
161832,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.0202724543992706,-0.0729958016177042
161832,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,-0.044730991268726,-0.20032155504985
165032,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0876990253950464,0.227411005980622
165032,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,0.0523413808135997,0.135725636762981
165032,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.0225160050812606,0.0726165581591873
171330,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,-0.026418459174476,-0.0740576927934062
171330,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.025402568979102,-0.0712098929461871
171330,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,-0.0113712987604653,-0.0396460910325526
178243,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0193512007009206,0.0552746495054027
178243,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.0335982515534942,-0.0959698370822739
178243,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,-0.0113025441679122,-0.040153360996596
178647,FALSE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,-0.0132842833702663,-0.041557008477445
178647,FALSE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.0179688222196234,-0.0562115754758718
178647,FALSE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,-0.044491383467126,-0.173105021620821
178950,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0684348952394542,0.254258886087208
178950,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,0.0372970900319611,0.138571360891827
178950,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.0179636813469715,0.0830082935992973
182436,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,target,0.0109932345454731,0.041838228454373
182436,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,distractor,-0.0153745171485501,-0.0585125840966974
182436,TRUE,DorsalAttn_r,DorsalAttn,r,tdi,z,incongruency,0.0603835663495091,0.285821018832708
