subj,roi,betas,param
130114,dmfc.alt_L,-0.00154158179943161,target
130114,dmfc.alt_L,-0.0191388441407464,congruency
130114,dmfc.alt_L,0.039562574282138,incongruency
130114,dmfc.alt_L,0.0125760354026341,diagonal
130114,dmfc.alt_R,-0.0162651300794225,distractor
130114,dmfc.alt_R,-0.019197123177326,target
130114,dmfc.alt_R,-0.000491835634756964,congruency
130114,dmfc.alt_R,-0.00117773309386171,incongruency
130114,dmfc.alt_R,0.0283974146651947,diagonal
130114,dpm_L,-0.00484149184604549,distractor
130114,dpm_L,-0.0174214345688754,target
130114,dpm_L,-0.00871944787871824,congruency
130114,dpm_L,0.0668030260787027,incongruency
130114,dpm_L,0.00657321134640735,diagonal
130114,dpm_R,-0.00892736670785838,distractor
130114,dpm_R,-0.00303630387044072,target
130114,dpm_R,-0.0126909425533548,congruency
130114,dpm_R,0.0117874879966198,incongruency
130114,dpm_R,0.0263759942427193,diagonal
130114,evis,0.0525847768897627,distractor
130114,evis,0.0105561266252029,target
130114,evis,0.020790450555964,congruency
130114,evis,0.0126078739075654,incongruency
130114,evis,-0.0198856700425297,diagonal
130114,fpc_L,0.00599326512271864,distractor
130114,fpc_L,-0.00437780574123186,target
130114,fpc_L,0.035336481872895,congruency
130114,fpc_L,-0.0317731832888955,incongruency
130114,fpc_L,-0.00951813189714081,diagonal
130114,fpc_R,-0.0054527730296154,distractor
130114,fpc_R,-0.0170663450113477,target
130114,fpc_R,0.0160013584378373,congruency
130114,fpc_R,-0.0519335395911754,incongruency
130114,fpc_R,0.0199513501017098,diagonal
130114,ifc_L,-0.00263596311458181,distractor
130114,ifc_L,-0.00899944286008998,target
130114,ifc_L,-0.0150438197780456,congruency
130114,ifc_L,0.0148475529007853,incongruency
130114,ifc_L,0.0149162463930681,diagonal
130114,ifc_R,-0.022885884007557,distractor
130114,ifc_R,-0.0256832915706369,target
130114,ifc_R,-0.00359195018577804,congruency
130114,ifc_R,0.00509498200566116,incongruency
130114,ifc_R,0.0431923041265006,diagonal
130114,ins_L,-0.00820623436228157,distractor
130114,ins_L,0.00463117406512289,target
130114,ins_L,0.00302264533330654,congruency
130114,ins_L,0.0239452280255164,incongruency
130114,ins_L,0.00921541095828816,diagonal
130114,ins_R,-0.00526142471840019,distractor
130114,ins_R,0.00443381878734724,target
130114,ins_R,0.00954200982697915,congruency
130114,ins_R,0.00866010220149895,incongruency
130114,ins_R,-0.0027079308448626,diagonal
130114,lppc_L,-5.09545088367826e-05,distractor
130114,lppc_L,-0.00311215191124743,target
130114,lppc_L,-0.00696290599300685,congruency
130114,lppc_L,0.0119344493325135,incongruency
130114,lppc_L,0.00883407244373279,diagonal
130114,lppc_R,0.0112384663151033,distractor
130114,lppc_R,0.000216982060657355,target
130114,lppc_R,0.00844960956465983,congruency
130114,lppc_R,0.00572618270883572,incongruency
130114,lppc_R,-0.00339847783476769,diagonal
130114,ofc_L,0.00635506068140659,distractor
130114,ofc_L,0.00755813176249639,target
130114,ofc_L,-0.00400849277876512,congruency
130114,ofc_L,0.0138818090909454,incongruency
130114,ofc_L,-0.0184564118915556,diagonal
130114,ofc_R,-0.00905972729472383,distractor
130114,ofc_R,-0.0190936530581217,target
130114,ofc_R,-0.00588198726896905,congruency
130114,ofc_R,0.00227150608811575,incongruency
130114,ofc_R,0.0183058989485529,diagonal
130114,smmouth,-0.0126425880223451,distractor
130114,smmouth,0.0336314912839494,target
130114,smmouth,-0.0487421300796684,congruency
130114,smmouth,0.100200309063867,incongruency
130114,smmouth,0.0205912603523019,diagonal
130114,V1,0.0433822437676652,distractor
130114,V1,0.0035391343857266,target
130114,V1,0.0242340822647251,congruency
130114,V1,0.0251772391972726,incongruency
130114,V1,-0.0122494066434936,diagonal
130114,vpm_L,-0.0167332539047525,distractor
130114,vpm_L,0.0132940161673944,target
130114,vpm_L,-0.0260109844199476,congruency
130114,vpm_L,0.048376751618468,incongruency
130114,vpm_L,0.0283364543986641,diagonal
130114,vpm_R,-0.00472556422427191,distractor
130114,vpm_R,0.0038953091960435,target
130114,vpm_R,-0.0351828487936004,congruency
130114,vpm_R,0.082907971343432,incongruency
130114,vpm_R,0.0140537848356531,diagonal
130114,vvis_L,0.0289031009154859,distractor
130114,vvis_L,0.00831266311861469,target
130114,vvis_L,0.0101944052866208,congruency
130114,vvis_L,0.0297849429585196,incongruency
130114,vvis_L,-0.0222367999676101,diagonal
130114,vvis_R,-0.00365705427321709,distractor
130114,vvis_R,0.0437135939742704,target
130114,vvis_R,0.0243747492148513,congruency
130114,vvis_R,0.0229534615916382,incongruency
130114,vvis_R,-0.0275516769114223,diagonal
130114,vwfa,0.0176332924367402,distractor
130114,vwfa,0.0157973322258697,target
130114,vwfa,0.00859241157643559,congruency
130114,vwfa,0.0150599113741488,incongruency
130114,vwfa,-0.0129480785938372,diagonal
130518,aud,-0.0150303728116192,distractor
130518,aud,-0.00924937441719632,target
130518,aud,-0.0467125982354099,congruency
130518,aud,0.0717561903286589,incongruency
130518,aud,0.00954444318116068,diagonal
130518,dlpfc_L,-0.00417490538987503,distractor
130518,dlpfc_L,-0.00299735701800167,target
130518,dlpfc_L,-0.0112610088022939,congruency
130518,dlpfc_L,-0.00600281701055266,incongruency
130518,dlpfc_L,-0.00107603773403687,diagonal
130518,dlpfc_R,-0.0100464927023116,distractor
130518,dlpfc_R,-0.000627560323888078,target
130518,dlpfc_R,0.000814408405499534,congruency
130518,dlpfc_R,0.00521582560058364,incongruency
130518,dlpfc_R,0.00155725151502353,diagonal
130518,dlpfc.alt_L,-0.0123759503253517,distractor
130518,dlpfc.alt_L,-0.0130926981601649,target
130518,dlpfc.alt_L,-0.0125977856857854,congruency
130518,dlpfc.alt_L,0.0174098347648506,incongruency
130518,dlpfc.alt_L,-0.0101075160558864,diagonal
130518,dlpfc.alt_R,-0.0157088279891479,distractor
130518,dlpfc.alt_R,-0.010576190587011,target
130518,dlpfc.alt_R,-0.00968043914797804,congruency
130518,dlpfc.alt_R,0.00786309935793865,incongruency
130518,dlpfc.alt_R,0.00797225807675086,diagonal
130518,dmfc_L,0.0123977482756127,distractor
130518,dmfc_L,0.0170616317168765,target
130518,dmfc_L,0.0130374712435349,congruency
130518,dmfc_L,-0.0394794218735369,incongruency
130518,dmfc_L,-0.0172930629212516,diagonal
