subj,is.analysis.group,roi,model,y,param,coef,beta
161832,TRUE,auditory_L,continu,z,tphono,0.00392569587517268,0.216667358363959
161832,TRUE,auditory_L,continu,z,distractor,0.476493793734391,1.0662512660395
161832,TRUE,auditory_L,continu,z,silhou,-0.858128182863579,-1.04078451612326
161832,TRUE,auditory_L,continu,z,dphono,-0.000336105380151574,-0.018550358246015
161832,TRUE,auditory_L,continu,z,incongruency,-0.0528122918077395,-0.146982265149412
161832,TRUE,auditory_L,continu,z,congruency,0.0393251563497908,0.0479467950912639
165032,TRUE,auditory_L,continu,z,target,0.110839252370103,0.26269237641706
165032,TRUE,auditory_L,continu,z,cielab,1.08920495655754e-05,0.328886733660978
165032,TRUE,auditory_L,continu,z,tphono,-0.00856865134779683,-0.500888290315713
165032,TRUE,auditory_L,continu,z,distractor,-0.0856313696379043,-0.202948932846643
165032,TRUE,auditory_L,continu,z,silhou,0.0448498906203727,0.0576131492793803
165032,TRUE,auditory_L,continu,z,dphono,0.00101357401785971,0.0592493890003734
165032,TRUE,auditory_L,continu,z,incongruency,0.0595038690572891,0.175398832081095
165032,TRUE,auditory_L,continu,z,congruency,-0.0894238675314209,-0.11547664138193
171330,TRUE,auditory_L,continu,z,target,-0.137467775744292,-0.313153357329349
171330,TRUE,auditory_L,continu,z,cielab,1.18590869988412e-05,0.344183690151835
171330,TRUE,auditory_L,continu,z,tphono,-0.000707324042139604,-0.039741944433794
171330,TRUE,auditory_L,continu,z,distractor,0.401706730648976,0.915093087695867
171330,TRUE,auditory_L,continu,z,silhou,-0.871492872092612,-1.07603488521619
171330,TRUE,auditory_L,continu,z,dphono,0.00208498014371315,0.117147389428983
171330,TRUE,auditory_L,continu,z,incongruency,-0.00452077776142862,-0.012808460539106
171330,TRUE,auditory_L,continu,z,congruency,-0.129318681743099,-0.160510796079469
178243,TRUE,auditory_L,continu,z,target,-0.0804305281906483,-0.254247456831592
178243,TRUE,auditory_L,continu,z,cielab,1.2155856052845e-06,0.04895579532672
178243,TRUE,auditory_L,continu,z,tphono,0.00492036227349719,0.383625353776541
178243,TRUE,auditory_L,continu,z,distractor,-0.0337197468207071,-0.106590868753854
178243,TRUE,auditory_L,continu,z,silhou,0.240814478147069,0.412595641801315
178243,TRUE,auditory_L,continu,z,dphono,-0.0043341505742064,-0.337920249552876
178243,TRUE,auditory_L,continu,z,incongruency,-0.0267569095865407,-0.105196007698137
178243,TRUE,auditory_L,continu,z,congruency,0.043194988752564,0.0743970774585951
178647,FALSE,auditory_L,continu,z,target,0.170710936029501,0.436297249718142
178647,FALSE,auditory_L,continu,z,cielab,-5.82236411692122e-06,-0.189584731780451
178647,FALSE,auditory_L,continu,z,tphono,-0.0045359934855812,-0.285935500722808
178647,FALSE,auditory_L,continu,z,distractor,0.309907995674602,0.792052397598793
178647,FALSE,auditory_L,continu,z,silhou,-0.839969634763516,-1.16356611078157
178647,FALSE,auditory_L,continu,z,dphono,0.00511937687985031,0.322710249955573
178647,FALSE,auditory_L,continu,z,incongruency,-0.0169425871633279,-0.053855302621958
178647,FALSE,auditory_L,continu,z,congruency,-0.0168770151981468,-0.0235019331533013
178950,TRUE,auditory_L,continu,z,target,0.00643188696790322,0.0198790547097746
178950,TRUE,auditory_L,continu,z,cielab,-4.39320234097087e-06,-0.172990158553099
178950,TRUE,auditory_L,continu,z,tphono,0.00314632981241431,0.239847996992129
178950,TRUE,auditory_L,continu,z,distractor,0.310543048332818,0.959796445172869
178950,TRUE,auditory_L,continu,z,silhou,-0.668851979504022,-1.12045311336945
178950,TRUE,auditory_L,continu,z,dphono,0.00221654626326164,0.168969629117093
178950,TRUE,auditory_L,continu,z,incongruency,0.0171366036161998,0.0658733404063009
178950,TRUE,auditory_L,continu,z,congruency,-0.0487355105448645,-0.082070987463816
182436,TRUE,auditory_L,continu,z,target,-0.0494298743227458,-0.129685037775779
182436,TRUE,auditory_L,continu,z,cielab,-1.05761644790522e-05,-0.353517915669643
182436,TRUE,auditory_L,continu,z,tphono,0.00865202486353437,0.559877030765669
182436,TRUE,auditory_L,continu,z,distractor,-0.0896089974758469,-0.23509965141379
182436,TRUE,auditory_L,continu,z,silhou,-0.228884222130806,-0.325478696785498
182436,TRUE,auditory_L,continu,z,dphono,0.00877098420240628,0.567574951481334
182436,TRUE,auditory_L,continu,z,incongruency,0.0759356495764682,0.247784245215
182436,TRUE,auditory_L,continu,z,congruency,-0.0618824209941113,-0.0884615360374201
197449,TRUE,auditory_L,continu,z,target,0.120209909584546,0.289628996020527
197449,TRUE,auditory_L,continu,z,cielab,6.35063375488651e-06,0.194940331747203
197449,TRUE,auditory_L,continu,z,tphono,-0.00885641501585281,-0.526301070273399
197449,TRUE,auditory_L,continu,z,distractor,-0.118124694919723,-0.28460496237849
197449,TRUE,auditory_L,continu,z,silhou,0.268579259060939,0.350736194354528
197449,TRUE,auditory_L,continu,z,dphono,-0.00326370094305634,-0.193948600681904
197449,TRUE,auditory_L,continu,z,incongruency,0.0273207400303156,0.0818694433299206
197449,TRUE,auditory_L,continu,z,congruency,-0.0442348548590698,-0.0580701821673752
203418,TRUE,auditory_L,continu,z,target,0.222882799546825,0.582810008470063
203418,TRUE,auditory_L,continu,z,cielab,1.15991654203019e-05,0.386420407607328
203418,TRUE,auditory_L,continu,z,tphono,-0.0126613836087014,-0.816593915053466
203418,TRUE,auditory_L,continu,z,distractor,-0.277381380763091,-0.725316826604272
203418,TRUE,auditory_L,continu,z,silhou,0.513549692044117,0.727845608295489
203418,TRUE,auditory_L,continu,z,dphono,-0.000316163110583199,-0.0203908893566089
203418,TRUE,auditory_L,continu,z,incongruency,-0.0144810673699926,-0.0470954153453212
203418,TRUE,auditory_L,continu,z,congruency,0.0568324486940266,0.0809717693075303
204319,TRUE,auditory_L,continu,z,target,-0.0380619599861591,-0.0772100344733604
204319,TRUE,auditory_L,continu,z,cielab,5.28275687572092e-06,0.136529370250019
204319,TRUE,auditory_L,continu,z,tphono,-0.000676130666404235,-0.0338288907435395
204319,TRUE,auditory_L,continu,z,distractor,0.756070137888669,1.53371506438159
204319,TRUE,auditory_L,continu,z,silhou,-1.48462218036285,-1.63231844578221
204319,TRUE,auditory_L,continu,z,dphono,0.00486495554147167,0.243408645195559
204319,TRUE,auditory_L,continu,z,incongruency,0.0254815102134418,0.0642888077992793
204319,TRUE,auditory_L,continu,z,congruency,-0.108253229629552,-0.119649330667416
233326,FALSE,auditory_L,continu,z,target,-0.126880651153439,-0.368282163152412
233326,FALSE,auditory_L,continu,z,cielab,1.40288459035053e-06,0.0518788208531067
233326,FALSE,auditory_L,continu,z,tphono,0.00574896314932057,0.411575331545444
233326,FALSE,auditory_L,continu,z,distractor,-0.0897166605555039,-0.260410437051065
233326,FALSE,auditory_L,continu,z,silhou,-0.105266034592229,-0.165607459710432
233326,FALSE,auditory_L,continu,z,dphono,0.00645966122957266,0.462455079842844
233326,FALSE,auditory_L,continu,z,incongruency,-0.0496531693372795,-0.179250291835759
233326,FALSE,auditory_L,continu,z,congruency,0.0792800161034367,0.125382183806386
300618,TRUE,auditory_L,continu,z,target,-0.143736327532341,-0.45549968210893
300618,TRUE,auditory_L,continu,z,cielab,-5.63542729992081e-06,-0.227526114509071
300618,TRUE,auditory_L,continu,z,tphono,0.0111475268118959,0.871313784238233
300618,TRUE,auditory_L,continu,z,distractor,-0.0243498964539831,-0.0771646965286548
300618,TRUE,auditory_L,continu,z,silhou,-0.0155121245923245,-0.0266439839747393
300618,TRUE,auditory_L,continu,z,dphono,0.00109588886111928,0.0856569431766167
300618,TRUE,auditory_L,continu,z,incongruency,0.0366582308101648,0.144484295747419
300618,TRUE,auditory_L,continu,z,congruency,-0.0388420650759652,-0.0670672746702922
317332,TRUE,auditory_L,continu,z,target,-0.0769429164145348,-0.266027670294882
317332,TRUE,auditory_L,continu,z,cielab,1.43145784687321e-06,0.0630550096107431
317332,TRUE,auditory_L,continu,z,tphono,0.00299908310149075,0.255753268482988
317332,TRUE,auditory_L,continu,z,distractor,0.373831837828982,1.29251161164604
317332,TRUE,auditory_L,continu,z,silhou,-0.822171704207423,-1.54073177518792
317332,TRUE,auditory_L,continu,z,dphono,0.00217863669295696,0.185787934580324
317332,TRUE,auditory_L,continu,z,incongruency,0.0145214619313311,0.062444776931729
317332,TRUE,auditory_L,continu,z,congruency,-0.0783147408560069,-0.147532769884698
346945,TRUE,auditory_L,continu,z,target,-0.13864752934904,-0.488463765134479
346945,TRUE,auditory_L,continu,z,cielab,1.23943829425399e-05,0.55632425238886
346945,TRUE,auditory_L,continu,z,tphono,0.00186335868425282,0.161916536258599
346945,TRUE,auditory_L,continu,z,distractor,0.111752365037363,0.393710448683214
346945,TRUE,auditory_L,continu,z,silhou,-0.346174890179529,-0.661031456125019
346945,TRUE,auditory_L,continu,z,dphono,0.00375479374138669,0.32627276868843
346945,TRUE,auditory_L,continu,z,incongruency,0.00569687327357548,0.0249622878414619
346945,TRUE,auditory_L,continu,z,congruency,0.027972715821369,0.0536959665798
352738,TRUE,auditory_L,continu,z,target,-0.0555707042849576,-0.133134491762598
352738,TRUE,auditory_L,continu,z,cielab,1.05387116142976e-05,0.321673340638976
352738,TRUE,auditory_L,continu,z,tphono,-0.00211777538609922,-0.125140851421832
352738,TRUE,auditory_L,continu,z,distractor,0.0572876850577093,0.137247978634676
352738,TRUE,auditory_L,continu,z,silhou,-0.459150187675569,-0.596218977814051
352738,TRUE,auditory_L,continu,z,dphono,0.00817632400227903,0.483144791398578
352738,TRUE,auditory_L,continu,z,incongruency,0.112231905809513,0.334417219651235
352738,TRUE,auditory_L,continu,z,congruency,0.00251898743796149,0.00328819450296795
393550,FALSE,auditory_L,continu,z,target,0.00988438414016462,0.0340247605125011
393550,FALSE,auditory_L,continu,z,cielab,-2.84425455927921e-06,-0.12473742940747
393550,FALSE,auditory_L,continu,z,tphono,0.000538337165268734,0.0457061194655828
393550,FALSE,auditory_L,continu,z,distractor,-0.180257684584187,-0.620496377067464
393550,FALSE,auditory_L,continu,z,silhou,0.105548493012097,0.196926355943833
393550,FALSE,auditory_L,continu,z,dphono,0.00555709636689035,0.47181084051674
393550,FALSE,auditory_L,continu,z,incongruency,-0.0266660020076559,-0.114164473894718
393550,FALSE,auditory_L,continu,z,congruency,0.0326804648280097,0.0612943579743278
448347,TRUE,auditory_L,continu,z,target,-0.120250286346099,-0.273711413539266
448347,TRUE,auditory_L,continu,z,cielab,-9.49331812238779e-06,-0.275300935868295
448347,TRUE,auditory_L,continu,z,tphono,0.0121333679950107,0.681181246826719
448347,TRUE,auditory_L,continu,z,distractor,0.0398658933215778,0.0907419877707829
448347,TRUE,auditory_L,continu,z,silhou,0.0708967483535411,0.0874660372780096
448347,TRUE,auditory_L,continu,z,dphono,-0.00475467392953996,-0.266932867849249
448347,TRUE,auditory_L,continu,z,incongruency,0.00302274902209062,0.00855729468552559
448347,TRUE,auditory_L,continu,z,congruency,-0.0936392108767398,-0.116131850648321
580650,TRUE,auditory_L,continu,z,target,0.0820915673909289,0.170819023100561
580650,TRUE,auditory_L,continu,z,cielab,-1.86605995015686e-05,-0.494704821527586
580650,TRUE,auditory_L,continu,z,tphono,0.00511418025716798,0.262475180254819
580650,TRUE,auditory_L,continu,z,distractor,0.879749873338973,1.83061450417882
580650,TRUE,auditory_L,continu,z,silhou,-1.61699360380876,-1.82369553038758
580650,TRUE,auditory_L,continu,z,dphono,0.00231800990113742,0.118967270615998
580650,TRUE,auditory_L,continu,z,incongruency,0.00778213748880076,0.0201402193241504
580650,TRUE,auditory_L,continu,z,congruency,-0.0269858692490138,-0.0305957364525059
594156,TRUE,auditory_L,continu,z,target,0.0266337819115411,0.0725749415194889
594156,TRUE,auditory_L,continu,z,cielab,-8.82055805569707e-07,-0.0306219457784209
594156,TRUE,auditory_L,continu,z,tphono,0.000299005730744669,0.0200959199773191
594156,TRUE,auditory_L,continu,z,distractor,-0.38130801226048,-1.03903406518194
594156,TRUE,auditory_L,continu,z,silhou,0.436133190073023,0.644138620815166
594156,TRUE,auditory_L,continu,z,dphono,0.00720986563375494,0.484568915994748
594156,TRUE,auditory_L,continu,z,incongruency,0.0991003489409682,0.335858736083159
594156,TRUE,auditory_L,continu,z,congruency,-0.0707578338684686,-0.105054630126144
601127,TRUE,auditory_L,continu,z,target,0.0370858394787579,0.075304850557023
601127,TRUE,auditory_L,continu,z,cielab,8.98885404869433e-06,0.232542335951094
601127,TRUE,auditory_L,continu,z,tphono,-0.00394659750509345,-0.197656999840148
601127,TRUE,auditory_L,continu,z,distractor,-0.0400424929890302,-0.0813084992236804
601127,TRUE,auditory_L,continu,z,silhou,-0.306380996730636,-0.337196460441964
601127,TRUE,auditory_L,continu,z,dphono,0.00693954103564331,0.34755225472134
601127,TRUE,auditory_L,continu,z,incongruency,-0.0956975209865978,-0.241681348104684
601127,TRUE,auditory_L,continu,z,congruency,0.205023750727428,0.226832784789563
765864,TRUE,auditory_L,continu,z,target,0.160863334397284,0.623502372887342
765864,TRUE,auditory_L,continu,z,cielab,-6.65229767742812e-06,-0.328500158880067
765864,TRUE,auditory_L,continu,z,tphono,-0.00242573506977003,-0.231899032291128
765864,TRUE,auditory_L,continu,z,distractor,-0.0159985959655685,-0.062010168972151
765864,TRUE,auditory_L,continu,z,silhou,-0.153330082149336,-0.322117825067976
765864,TRUE,auditory_L,continu,z,dphono,0.00375141508831161,0.35863336418856
765864,TRUE,auditory_L,continu,z,incongruency,0.0406870650826577,0.196139479280485
765864,TRUE,auditory_L,continu,z,congruency,-0.0887306809552254,-0.18738795514333
814649,TRUE,auditory_L,continu,z,target,0.0826420475287253,0.241470988775738
814649,TRUE,auditory_L,continu,z,cielab,-1.93413583988407e-06,-0.0720002044138461
814649,TRUE,auditory_L,continu,z,tphono,-0.00228206430453746,-0.164462275544322
814649,TRUE,auditory_L,continu,z,distractor,-0.0734775341237289,-0.214693286870621
814649,TRUE,auditory_L,continu,z,silhou,0.162312544174799,0.257052790393975
814649,TRUE,auditory_L,continu,z,dphono,-0.000104148975896634,-0.00750573835168137
814649,TRUE,auditory_L,continu,z,incongruency,0.126078305504146,0.458175503053609
814649,TRUE,auditory_L,continu,z,congruency,-0.102814957046179,-0.163684291793282
843151,TRUE,auditory_L,continu,z,target,-0.0647880862663487,-0.217330370671146
843151,TRUE,auditory_L,continu,z,cielab,6.37353838158977e-06,0.272388482053363
843151,TRUE,auditory_L,continu,z,tphono,0.00105460280444556,0.0872546771849188
843151,TRUE,auditory_L,continu,z,distractor,-0.151757552364536,-0.50906774699193
843151,TRUE,auditory_L,continu,z,silhou,0.246307274483634,0.447825534750413
