subj,is.analysis.group,roi.hemi,roi,hemi,param,taua
DMCC2442951,TRUE,Visual_l,Visual,l,tphono,0.023249299719888
DMCC2803654,FALSE,Visual_l,Visual,l,tphono,-0.00672268907563025
DMCC2834766,FALSE,Visual_l,Visual,l,tphono,0.0257703081232493
DMCC3062542,TRUE,Visual_l,Visual,l,tphono,0.0249299719887955
DMCC4191255,FALSE,Visual_l,Visual,l,tphono,-0.026890756302521
DMCC4260551,FALSE,Visual_l,Visual,l,tphono,-0.0294117647058824
DMCC4854075,TRUE,Visual_l,Visual,l,tphono,0.0613445378151261
DMCC5009144,TRUE,Visual_l,Visual,l,tphono,0.0708683473389356
DMCC5195268,FALSE,Visual_l,Visual,l,tphono,-0.0568627450980392
DMCC5775387,FALSE,Visual_l,Visual,l,tphono,0.0439775910364146
DMCC6371570,FALSE,Visual_l,Visual,l,tphono,-0.0176470588235294
DMCC6418065,TRUE,Visual_l,Visual,l,tphono,-0.0137254901960784
DMCC6484785,TRUE,Visual_l,Visual,l,tphono,-0.065266106442577
DMCC6661074,TRUE,Visual_l,Visual,l,tphono,-0.00728291316526611
DMCC6671683,TRUE,Visual_l,Visual,l,tphono,0.0243697478991597
DMCC6705371,FALSE,Visual_l,Visual,l,tphono,-0.0529411764705882
DMCC6721369,TRUE,Visual_l,Visual,l,tphono,-0.0350140056022409
DMCC6904377,FALSE,Visual_l,Visual,l,tphono,0.0607843137254902
DMCC7297690,TRUE,Visual_l,Visual,l,tphono,-0.0212885154061625
DMCC7921988,TRUE,Visual_l,Visual,l,tphono,0.0380952380952381
DMCC8033964,TRUE,Visual_l,Visual,l,tphono,0.111204481792717
DMCC8050964,TRUE,Visual_l,Visual,l,tphono,-0.0980392156862745
DMCC8078683,FALSE,Visual_l,Visual,l,tphono,0.0162464985994398
DMCC9441378,TRUE,Visual_l,Visual,l,tphono,0.0184873949579832
DMCC9478705,TRUE,Visual_l,Visual,l,tphono,0.0184873949579832
DMCC9953810,TRUE,Visual_l,Visual,l,tphono,-0.0274509803921569
107321,TRUE,Auditory_r,Auditory,r,tphono,-0.120448179271709
115825,FALSE,Auditory_r,Auditory,r,tphono,0.0585434173669468
123117,TRUE,Auditory_r,Auditory,r,tphono,0.102521008403361
130114,TRUE,Auditory_r,Auditory,r,tphono,0.0613445378151261
130518,FALSE,Auditory_r,Auditory,r,tphono,0.0879551820728291
132017,TRUE,Auditory_r,Auditory,r,tphono,0.0985994397759104
138837,TRUE,Auditory_r,Auditory,r,tphono,0.112885154061625
141422,TRUE,Auditory_r,Auditory,r,tphono,-0.0299719887955182
150423,TRUE,Auditory_r,Auditory,r,tphono,-0.015406162464986
158136,TRUE,Auditory_r,Auditory,r,tphono,0.0400560224089636
160830,TRUE,Auditory_r,Auditory,r,tphono,-0.105602240896359
161832,TRUE,Auditory_r,Auditory,r,tphono,0.00896358543417367
165032,TRUE,Auditory_r,Auditory,r,tphono,0.179831932773109
171330,TRUE,Auditory_r,Auditory,r,tphono,-0.0605042016806723
178243,TRUE,Auditory_r,Auditory,r,tphono,0.107002801120448
178647,FALSE,Auditory_r,Auditory,r,tphono,0.0179271708683473
178950,TRUE,Auditory_r,Auditory,r,tphono,0.150980392156863
182436,TRUE,Auditory_r,Auditory,r,tphono,0.0865546218487395
197449,TRUE,Auditory_r,Auditory,r,tphono,-0.0428571428571429
203418,TRUE,Auditory_r,Auditory,r,tphono,-0.106442577030812
204319,TRUE,Auditory_r,Auditory,r,tphono,-0.115966386554622
233326,FALSE,Auditory_r,Auditory,r,tphono,0.118207282913165
300618,TRUE,Auditory_r,Auditory,r,tphono,0.142577030812325
317332,TRUE,Auditory_r,Auditory,r,tphono,0.088515406162465
346945,TRUE,Auditory_r,Auditory,r,tphono,0.00840336134453782
352738,TRUE,Auditory_r,Auditory,r,tphono,-0.000560224089635854
393550,FALSE,Auditory_r,Auditory,r,tphono,0.000280112044817927
448347,TRUE,Auditory_r,Auditory,r,tphono,0.212044817927171
580650,TRUE,Auditory_r,Auditory,r,tphono,0.0767507002801121
594156,TRUE,Auditory_r,Auditory,r,tphono,-0.00896358543417367
601127,TRUE,Auditory_r,Auditory,r,tphono,0.0240896358543417
765864,TRUE,Auditory_r,Auditory,r,tphono,0.0535014005602241
814649,TRUE,Auditory_r,Auditory,r,tphono,-0.0666666666666667
843151,TRUE,Auditory_r,Auditory,r,tphono,0.153781512605042
849971,TRUE,Auditory_r,Auditory,r,tphono,0.0224089635854342
873968,TRUE,Auditory_r,Auditory,r,tphono,0.0282913165266106
877168,TRUE,Auditory_r,Auditory,r,tphono,0.0176470588235294
DMCC1328342,FALSE,Auditory_r,Auditory,r,tphono,0.092156862745098
DMCC1596165,FALSE,Auditory_r,Auditory,r,tphono,0.0879551820728291
DMCC1971064,TRUE,Auditory_r,Auditory,r,tphono,0.0417366946778711
DMCC2442951,TRUE,Auditory_r,Auditory,r,tphono,0.0249299719887955
DMCC2803654,FALSE,Auditory_r,Auditory,r,tphono,-0.038655462184874
DMCC2834766,FALSE,Auditory_r,Auditory,r,tphono,-0.0338935574229692
DMCC3062542,TRUE,Auditory_r,Auditory,r,tphono,-0.0120448179271709
DMCC4191255,FALSE,Auditory_r,Auditory,r,tphono,0.11624649859944
DMCC4260551,FALSE,Auditory_r,Auditory,r,tphono,0.00728291316526611
DMCC4854075,TRUE,Auditory_r,Auditory,r,tphono,0.0747899159663866
DMCC5009144,TRUE,Auditory_r,Auditory,r,tphono,0.140056022408964
DMCC5195268,FALSE,Auditory_r,Auditory,r,tphono,0.0957983193277311
DMCC5775387,FALSE,Auditory_r,Auditory,r,tphono,0.0890756302521008
DMCC6371570,FALSE,Auditory_r,Auditory,r,tphono,0.00448179271708684
DMCC6418065,TRUE,Auditory_r,Auditory,r,tphono,-0.0938375350140056
DMCC6484785,TRUE,Auditory_r,Auditory,r,tphono,-0.200840336134454
DMCC6661074,TRUE,Auditory_r,Auditory,r,tphono,0.168627450980392
DMCC6671683,TRUE,Auditory_r,Auditory,r,tphono,-0.0271708683473389
DMCC6705371,FALSE,Auditory_r,Auditory,r,tphono,-0.00392156862745098
DMCC6721369,TRUE,Auditory_r,Auditory,r,tphono,-0.0179271708683473
DMCC6904377,FALSE,Auditory_r,Auditory,r,tphono,0.0798319327731092
DMCC7297690,TRUE,Auditory_r,Auditory,r,tphono,0.178711484593838
DMCC7921988,TRUE,Auditory_r,Auditory,r,tphono,0.148179271708683
DMCC8033964,TRUE,Auditory_r,Auditory,r,tphono,-0.0857142857142857
DMCC8050964,TRUE,Auditory_r,Auditory,r,tphono,-0.065266106442577
DMCC8078683,FALSE,Auditory_r,Auditory,r,tphono,0.174789915966387
DMCC9441378,TRUE,Auditory_r,Auditory,r,tphono,0.148459383753501
DMCC9478705,TRUE,Auditory_r,Auditory,r,tphono,0.0767507002801121
DMCC9953810,TRUE,Auditory_r,Auditory,r,tphono,-0.0593837535014006
107321,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.100280112044818
115825,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0252100840336134
123117,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.148179271708683
130114,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.132773109243697
130518,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,-0.000840336134453782
132017,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0605042016806723
138837,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.265546218487395
141422,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0128851540616246
150423,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0254901960784314
158136,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0204481792717087
160830,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.128291316526611
161832,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0815126050420168
165032,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0644257703081232
171330,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0420168067226891
178243,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0257703081232493
178647,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0641456582633053
178950,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.309803921568627
182436,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.026890756302521
197449,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0647058823529412
203418,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0840336134453782
204319,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0893557422969188
233326,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,0.143417366946779
300618,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0605042016806723
317332,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0109243697478992
346945,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0212885154061625
352738,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0182072829131653
393550,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0103641456582633
448347,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.196918767507003
580650,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0249299719887955
594156,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.015406162464986
601127,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0915966386554622
765864,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.169747899159664
814649,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.117366946778711
843151,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.246218487394958
849971,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0215686274509804
873968,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0529411764705882
877168,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0226890756302521
DMCC1328342,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,0.0204481792717087
DMCC1596165,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0198879551820728
DMCC1971064,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0470588235294118
DMCC2442951,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.123529411764706
DMCC2803654,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,0.0369747899159664
DMCC2834766,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0767507002801121
DMCC3062542,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0243697478991597
DMCC4191255,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0411764705882353
DMCC4260551,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,0.124649859943978
DMCC4854075,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0406162464985994
DMCC5009144,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0445378151260504
DMCC5195268,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,0.0736694677871149
DMCC5775387,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,-0.019327731092437
DMCC6371570,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,0.0397759103641457
DMCC6418065,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.073109243697479
DMCC6484785,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.096078431372549
DMCC6661074,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0635854341736695
DMCC6671683,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0829131652661064
DMCC6705371,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,0.00868347338935574
DMCC6721369,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0145658263305322
DMCC6904377,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,0.136134453781513
DMCC7297690,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0187675070028011
DMCC7921988,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0481792717086835
DMCC8033964,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0151260504201681
DMCC8050964,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.182913165266106
DMCC8078683,FALSE,CinguloOperc_r,CinguloOperc,r,tphono,0.146498599439776
DMCC9441378,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.0417366946778711
DMCC9478705,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,0.151540616246499
DMCC9953810,TRUE,CinguloOperc_r,CinguloOperc,r,tphono,-0.0504201680672269
107321,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0389355742296919
115825,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0352941176470588
123117,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0417366946778711
130114,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.141736694677871
130518,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.00476190476190476
132017,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.00504201680672269
138837,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.168627450980392
141422,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.166946778711485
150423,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.128291316526611
158136,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.115686274509804
160830,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0988795518207283
161832,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0798319327731092
165032,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.219887955182073
171330,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0896358543417367
178243,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0408963585434174
178647,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0366946778711485
178950,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0436974789915966
182436,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0697478991596639
197449,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0907563025210084
203418,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.100560224089636
204319,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0470588235294118
233326,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,0.164425770308123
300618,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0280112044817927
317332,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0759103641456583
346945,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0943977591036415
352738,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.118207282913165
393550,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0834733893557423
448347,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.184313725490196
580650,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0641456582633053
594156,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0106442577030812
601127,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.00448179271708684
765864,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.137254901960784
814649,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.100560224089636
843151,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.131932773109244
849971,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0613445378151261
873968,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0198879551820728
877168,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.113165266106443
DMCC1328342,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0484593837535014
DMCC1596165,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,0.0470588235294118
DMCC1971064,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0554621848739496
DMCC2442951,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.00812324929971989
DMCC2803654,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,0.0759103641456583
DMCC2834766,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,0.030812324929972
DMCC3062542,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0585434173669468
DMCC4191255,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0369747899159664
DMCC4260551,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.000560224089635854
DMCC4854075,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.000840336134453782
DMCC5009144,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0285714285714286
DMCC5195268,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.156862745098039
DMCC5775387,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,0.0204481792717087
DMCC6371570,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0372549019607843
DMCC6418065,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.061624649859944
DMCC6484785,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.00952380952380953
DMCC6661074,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0515406162464986
DMCC6671683,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.161904761904762
DMCC6705371,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,-0.128571428571429
DMCC6721369,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0254901960784314
DMCC6904377,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,0.0837535014005602
DMCC7297690,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0602240896358543
DMCC7921988,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.154621848739496
DMCC8033964,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.038375350140056
DMCC8050964,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0529411764705882
DMCC8078683,FALSE,CinguloParietal_r,CinguloParietal,r,tphono,0.0296918767507003
DMCC9441378,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,0.0291316526610644
DMCC9478705,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0190476190476191
DMCC9953810,TRUE,CinguloParietal_r,CinguloParietal,r,tphono,-0.0638655462184874
107321,TRUE,Default_r,Default,r,tphono,0.0201680672268908
115825,FALSE,Default_r,Default,r,tphono,0.0240896358543417
123117,TRUE,Default_r,Default,r,tphono,0.0630252100840336
130114,TRUE,Default_r,Default,r,tphono,-0.0182072829131653
130518,FALSE,Default_r,Default,r,tphono,0.0210084033613445
132017,TRUE,Default_r,Default,r,tphono,0.0392156862745098
138837,TRUE,Default_r,Default,r,tphono,0.0868347338935574
141422,TRUE,Default_r,Default,r,tphono,0.0941176470588235
150423,TRUE,Default_r,Default,r,tphono,-0.0526610644257703
158136,TRUE,Default_r,Default,r,tphono,-0.0425770308123249
160830,TRUE,Default_r,Default,r,tphono,-0.0369747899159664
161832,TRUE,Default_r,Default,r,tphono,-0.0823529411764706
165032,TRUE,Default_r,Default,r,tphono,0.0787114845938375
171330,TRUE,Default_r,Default,r,tphono,-0.100280112044818
178243,TRUE,Default_r,Default,r,tphono,-0.0162464985994398
178647,FALSE,Default_r,Default,r,tphono,0.0338935574229692
178950,TRUE,Default_r,Default,r,tphono,0.0459383753501401
182436,TRUE,Default_r,Default,r,tphono,0.0277310924369748
197449,TRUE,Default_r,Default,r,tphono,0.0453781512605042
203418,TRUE,Default_r,Default,r,tphono,-0.0392156862745098
204319,TRUE,Default_r,Default,r,tphono,0.120168067226891
233326,FALSE,Default_r,Default,r,tphono,-0.0330532212885154
300618,TRUE,Default_r,Default,r,tphono,-0.0563025210084034
317332,TRUE,Default_r,Default,r,tphono,-0.057703081232493
346945,TRUE,Default_r,Default,r,tphono,-0.125490196078431
352738,TRUE,Default_r,Default,r,tphono,-0.17843137254902
393550,FALSE,Default_r,Default,r,tphono,0.0187675070028011
448347,TRUE,Default_r,Default,r,tphono,0.0240896358543417
580650,TRUE,Default_r,Default,r,tphono,0.0826330532212885
594156,TRUE,Default_r,Default,r,tphono,0.0103641456582633
601127,TRUE,Default_r,Default,r,tphono,0.0593837535014006
765864,TRUE,Default_r,Default,r,tphono,-0.0375350140056022
814649,TRUE,Default_r,Default,r,tphono,-0.00224089635854342
843151,TRUE,Default_r,Default,r,tphono,0.115966386554622
849971,TRUE,Default_r,Default,r,tphono,-0.00504201680672269
873968,TRUE,Default_r,Default,r,tphono,-0.042296918767507
877168,TRUE,Default_r,Default,r,tphono,-0.0257703081232493
DMCC1328342,FALSE,Default_r,Default,r,tphono,0.0918767507002801
DMCC1596165,FALSE,Default_r,Default,r,tphono,0.0198879551820728
DMCC1971064,TRUE,Default_r,Default,r,tphono,-0.0677871148459384
DMCC2442951,TRUE,Default_r,Default,r,tphono,-0.0568627450980392
DMCC2803654,FALSE,Default_r,Default,r,tphono,0.0750700280112045
DMCC2834766,FALSE,Default_r,Default,r,tphono,-0.0955182072829132
DMCC3062542,TRUE,Default_r,Default,r,tphono,0.0736694677871149
DMCC4191255,FALSE,Default_r,Default,r,tphono,-0.14453781512605
DMCC4260551,FALSE,Default_r,Default,r,tphono,0.000840336134453782
DMCC4854075,TRUE,Default_r,Default,r,tphono,0.0515406162464986
DMCC5009144,TRUE,Default_r,Default,r,tphono,-0.0198879551820728
DMCC5195268,FALSE,Default_r,Default,r,tphono,0.0588235294117647
DMCC5775387,FALSE,Default_r,Default,r,tphono,-0.0238095238095238
DMCC6371570,FALSE,Default_r,Default,r,tphono,-0.0666666666666667
DMCC6418065,TRUE,Default_r,Default,r,tphono,-0.00868347338935574
DMCC6484785,TRUE,Default_r,Default,r,tphono,-0.0280112044817927
DMCC6661074,TRUE,Default_r,Default,r,tphono,0.0120448179271709
DMCC6671683,TRUE,Default_r,Default,r,tphono,0.119887955182073
DMCC6705371,FALSE,Default_r,Default,r,tphono,0.0801120448179272
DMCC6721369,TRUE,Default_r,Default,r,tphono,0.0246498599439776
DMCC6904377,FALSE,Default_r,Default,r,tphono,0.0400560224089636
DMCC7297690,TRUE,Default_r,Default,r,tphono,-0.0226890756302521
DMCC7921988,TRUE,Default_r,Default,r,tphono,0.0100840336134454
DMCC8033964,TRUE,Default_r,Default,r,tphono,-0.157142857142857
DMCC8050964,TRUE,Default_r,Default,r,tphono,-0.0812324929971989
DMCC8078683,FALSE,Default_r,Default,r,tphono,0.0406162464985994
DMCC9441378,TRUE,Default_r,Default,r,tphono,0.00112044817927171
DMCC9478705,TRUE,Default_r,Default,r,tphono,0.0126050420168067
DMCC9953810,TRUE,Default_r,Default,r,tphono,0.034733893557423
107321,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0260504201680672
115825,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0134453781512605
123117,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.118767507002801
130114,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0271708683473389
130518,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.0641456582633053
132017,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0630252100840336
138837,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.182913165266106
141422,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0610644257703081
150423,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0560224089635854
158136,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0394957983193277
160830,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0728291316526611
161832,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0857142857142857
165032,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0591036414565826
171330,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0434173669467787
178243,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0624649859943978
178647,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.0456582633053221
178950,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.161904761904762
182436,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.159943977591036
197449,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0568627450980392
203418,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0644257703081232
204319,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0859943977591036
233326,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.0834733893557423
300618,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0453781512605042
317332,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0271708683473389
346945,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0879551820728291
352738,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0633053221288515
393550,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.0893557422969188
448347,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.178151260504202
580650,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0142857142857143
594156,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.00364145658263305
601127,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.000560224089635854
765864,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0428571428571429
814649,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0994397759103641
843151,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.148179271708683
849971,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0170868347338936
873968,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0630252100840336
877168,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0585434173669468
DMCC1328342,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.00588235294117647
DMCC1596165,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.0411764705882353
DMCC1971064,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0526610644257703
DMCC2442951,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.000840336134453782
DMCC2803654,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0123249299719888
DMCC2834766,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,-0.130812324929972
DMCC3062542,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0742296918767507
DMCC4191255,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0148459383753501
DMCC4260551,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.00588235294117647
DMCC4854075,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0829131652661064
DMCC5009144,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0851540616246499
DMCC5195268,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.0983193277310924
DMCC5775387,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.0142857142857143
DMCC6371570,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,-0.00336134453781513
DMCC6418065,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.0523809523809524
DMCC6484785,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.10140056022409
DMCC6661074,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0196078431372549
DMCC6671683,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0641456582633053
DMCC6705371,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.0277310924369748
DMCC6721369,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.038655462184874
DMCC6904377,FALSE,DorsalAttn_r,DorsalAttn,r,tphono,0.0733893557422969
DMCC7297690,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,-0.065266106442577
DMCC7921988,TRUE,DorsalAttn_r,DorsalAttn,r,tphono,0.0481792717086835
