subj,is.analysis.group,roi.hemi,roi,hemi,param,taua
132017,TRUE,Auditory_l,Auditory,l,congruency,-0.0179271708683473
138837,TRUE,Auditory_l,Auditory,l,congruency,-0.0238095238095238
141422,TRUE,Auditory_l,Auditory,l,congruency,0.0165266106442577
150423,TRUE,Auditory_l,Auditory,l,congruency,-0.0490196078431373
158136,TRUE,Auditory_l,Auditory,l,congruency,-0.0294117647058824
160830,TRUE,Auditory_l,Auditory,l,congruency,-0.0408963585434174
161832,TRUE,Auditory_l,Auditory,l,congruency,0.0226890756302521
165032,TRUE,Auditory_l,Auditory,l,congruency,-0.0448179271708684
171330,TRUE,Auditory_l,Auditory,l,congruency,-0.0310924369747899
178243,TRUE,Auditory_l,Auditory,l,congruency,0.0196078431372549
178647,FALSE,Auditory_l,Auditory,l,congruency,-0.00336134453781513
178950,TRUE,Auditory_l,Auditory,l,congruency,-0.0338935574229692
182436,TRUE,Auditory_l,Auditory,l,congruency,-0.0294117647058824
197449,TRUE,Auditory_l,Auditory,l,congruency,-0.0140056022408964
203418,TRUE,Auditory_l,Auditory,l,congruency,0.0168067226890756
204319,TRUE,Auditory_l,Auditory,l,congruency,-0.0375350140056022
233326,FALSE,Auditory_l,Auditory,l,congruency,0.0428571428571429
300618,TRUE,Auditory_l,Auditory,l,congruency,-0.0397759103641457
317332,TRUE,Auditory_l,Auditory,l,congruency,-0.0459383753501401
346945,TRUE,Auditory_l,Auditory,l,congruency,0.00728291316526611
352738,TRUE,Auditory_l,Auditory,l,congruency,-0.0204481792717087
393550,FALSE,Auditory_l,Auditory,l,congruency,0.026890756302521
448347,TRUE,Auditory_l,Auditory,l,congruency,-0.02296918767507
580650,TRUE,Auditory_l,Auditory,l,congruency,-0.0131652661064426
594156,TRUE,Auditory_l,Auditory,l,congruency,-0.0521008403361345
601127,TRUE,Auditory_l,Auditory,l,congruency,0.0764705882352941
765864,TRUE,Auditory_l,Auditory,l,congruency,-0.0420168067226891
814649,TRUE,Auditory_l,Auditory,l,congruency,-0.0677871148459384
843151,TRUE,Auditory_l,Auditory,l,congruency,0.0394957983193277
849971,TRUE,Auditory_l,Auditory,l,congruency,0.0554621848739496
873968,TRUE,Auditory_l,Auditory,l,congruency,0.061624649859944
877168,TRUE,Auditory_l,Auditory,l,congruency,-0.0182072829131653
DMCC1328342,FALSE,Auditory_l,Auditory,l,congruency,-0.0683473389355742
DMCC1596165,FALSE,Auditory_l,Auditory,l,congruency,0.00112044817927171
DMCC1971064,TRUE,Auditory_l,Auditory,l,congruency,0.0148459383753501
DMCC2442951,TRUE,Auditory_l,Auditory,l,congruency,-0.00868347338935574
DMCC2803654,FALSE,Auditory_l,Auditory,l,congruency,-0.0249299719887955
DMCC2834766,FALSE,Auditory_l,Auditory,l,congruency,-0.0322128851540616
DMCC3062542,TRUE,Auditory_l,Auditory,l,congruency,0.00224089635854342
DMCC4191255,FALSE,Auditory_l,Auditory,l,congruency,0.000560224089635854
DMCC4260551,FALSE,Auditory_l,Auditory,l,congruency,-0.0490196078431373
DMCC4854075,TRUE,Auditory_l,Auditory,l,congruency,-0.00840336134453782
DMCC5009144,TRUE,Auditory_l,Auditory,l,congruency,0.0263305322128852
DMCC5195268,FALSE,Auditory_l,Auditory,l,congruency,-0.00336134453781513
DMCC5775387,FALSE,Auditory_l,Auditory,l,congruency,0.019327731092437
DMCC6371570,FALSE,Auditory_l,Auditory,l,congruency,-0.015406162464986
DMCC6418065,TRUE,Auditory_l,Auditory,l,congruency,0.0187675070028011
DMCC6484785,TRUE,Auditory_l,Auditory,l,congruency,0.0507002801120448
DMCC6661074,TRUE,Auditory_l,Auditory,l,congruency,0.0257703081232493
DMCC6671683,TRUE,Auditory_l,Auditory,l,congruency,-0.0523809523809524
DMCC6705371,FALSE,Auditory_l,Auditory,l,congruency,-0.0350140056022409
DMCC6721369,TRUE,Auditory_l,Auditory,l,congruency,-0.0030812324929972
DMCC6904377,FALSE,Auditory_l,Auditory,l,congruency,-0.030812324929972
DMCC7297690,TRUE,Auditory_l,Auditory,l,congruency,-0.0277310924369748
DMCC7921988,TRUE,Auditory_l,Auditory,l,congruency,-0.0224089635854342
DMCC8033964,TRUE,Auditory_l,Auditory,l,congruency,-0.0170868347338936
DMCC8050964,TRUE,Auditory_l,Auditory,l,congruency,0.0310924369747899
DMCC8078683,FALSE,Auditory_l,Auditory,l,congruency,-0.0128851540616246
DMCC9441378,TRUE,Auditory_l,Auditory,l,congruency,-0.0459383753501401
DMCC9478705,TRUE,Auditory_l,Auditory,l,congruency,0.0134453781512605
DMCC9953810,TRUE,Auditory_l,Auditory,l,congruency,-0.0464985994397759
107321,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0201680672268908
115825,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0103641456582633
123117,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0204481792717087
130114,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.00560224089635854
130518,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,0.0310924369747899
132017,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0375350140056022
138837,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0798319327731092
141422,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0358543417366947
150423,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0504201680672269
158136,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0568627450980392
160830,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0179271708683473
161832,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0210084033613445
165032,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0403361344537815
171330,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0260504201680672
178243,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0226890756302521
178647,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0271708683473389
178950,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0372549019607843
182436,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0411764705882353
197449,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.000280112044817927
203418,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.00980392156862745
204319,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0403361344537815
233326,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,0.00224089635854342
300618,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.015406162464986
317332,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0428571428571429
346945,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0333333333333333
352738,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.00112044817927171
393550,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,0.0330532212885154
448347,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0106442577030812
580650,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0137254901960784
594156,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0728291316526611
601127,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0495798319327731
765864,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0226890756302521
814649,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0756302521008403
843151,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0507002801120448
849971,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.061624649859944
873968,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.023249299719888
877168,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.00868347338935574
DMCC1328342,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0324929971988796
DMCC1596165,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,0.0218487394957983
DMCC1971064,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0131652661064426
DMCC2442951,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.00644257703081232
DMCC2803654,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0131652661064426
DMCC2834766,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0310924369747899
DMCC3062542,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0170868347338936
DMCC4191255,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0434173669467787
DMCC4260551,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0434173669467787
DMCC4854075,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0120448179271709
DMCC5009144,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0142857142857143
DMCC5195268,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0361344537815126
DMCC5775387,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0134453781512605
DMCC6371570,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,0.00504201680672269
DMCC6418065,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0148459383753501
DMCC6484785,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0865546218487395
DMCC6661074,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.00644257703081232
DMCC6671683,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0733893557422969
DMCC6705371,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0439775910364146
DMCC6721369,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.030812324929972
DMCC6904377,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,0.00980392156862745
DMCC7297690,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0445378151260504
DMCC7921988,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0324929971988796
DMCC8033964,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0313725490196078
DMCC8050964,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0.0420168067226891
DMCC8078683,FALSE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0252100840336134
DMCC9441378,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0453781512605042
DMCC9478705,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,0
DMCC9953810,TRUE,CinguloOperc_l,CinguloOperc,l,congruency,-0.0240896358543417
107321,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0257703081232493
115825,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0159663865546218
123117,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.034733893557423
130114,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.00392156862745098
130518,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0431372549019608
132017,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0215686274509804
138837,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.00896358543417367
141422,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0330532212885154
150423,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0134453781512605
158136,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0689075630252101
160830,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0131652661064426
161832,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.00812324929971989
165032,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0324929971988796
171330,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0190476190476191
178243,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0254901960784314
178647,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0148459383753501
178950,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.065266106442577
182436,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.015406162464986
197449,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.00952380952380953
203418,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.011484593837535
204319,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0456582633053221
233326,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0355742296918768
300618,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.00812324929971989
317332,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0145658263305322
346945,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0274509803921569
352738,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.030812324929972
393550,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,0.00812324929971989
448347,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.00840336134453782
580650,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.00868347338935574
594156,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.00980392156862745
601127,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0663865546218487
765864,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0106442577030812
814649,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0529411764705882
843151,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0243697478991597
849971,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0207282913165266
873968,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.00252100840336135
877168,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0324929971988796
DMCC1328342,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0291316526610644
DMCC1596165,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.026890756302521
DMCC1971064,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.00252100840336135
DMCC2442951,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0168067226890756
DMCC2803654,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.00840336134453782
DMCC2834766,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,0.0126050420168067
DMCC3062542,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.00252100840336135
DMCC4191255,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.00784313725490196
DMCC4260551,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0467787114845938
DMCC4854075,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0106442577030812
DMCC5009144,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.00896358543417367
DMCC5195268,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0100840336134454
DMCC5775387,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,0.0495798319327731
DMCC6371570,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0509803921568627
DMCC6418065,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0266106442577031
DMCC6484785,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.00364145658263305
DMCC6661074,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0453781512605042
DMCC6671683,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0456582633053221
DMCC6705371,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0322128851540616
DMCC6721369,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0428571428571429
DMCC6904377,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,0.00728291316526611
DMCC7297690,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0526610644257703
DMCC7921988,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.00336134453781513
DMCC8033964,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0408963585434174
DMCC8050964,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0445378151260504
DMCC8078683,FALSE,CinguloParietal_l,CinguloParietal,l,congruency,-0.02296918767507
DMCC9441378,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0148459383753501
DMCC9478705,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,0.0159663865546218
DMCC9953810,TRUE,CinguloParietal_l,CinguloParietal,l,congruency,-0.0453781512605042
107321,TRUE,Default_l,Default,l,congruency,0.00224089635854342
115825,FALSE,Default_l,Default,l,congruency,-0.0201680672268908
123117,TRUE,Default_l,Default,l,congruency,0.080672268907563
130114,TRUE,Default_l,Default,l,congruency,-0.0274509803921569
130518,FALSE,Default_l,Default,l,congruency,-0.00476190476190476
132017,TRUE,Default_l,Default,l,congruency,-0.00168067226890756
138837,TRUE,Default_l,Default,l,congruency,-0.00280112044817927
141422,TRUE,Default_l,Default,l,congruency,-0.0235294117647059
150423,TRUE,Default_l,Default,l,congruency,-0.0313725490196078
158136,TRUE,Default_l,Default,l,congruency,0.0445378151260504
160830,TRUE,Default_l,Default,l,congruency,-0.0226890756302521
161832,TRUE,Default_l,Default,l,congruency,0.0252100840336134
165032,TRUE,Default_l,Default,l,congruency,-0.0103641456582633
171330,TRUE,Default_l,Default,l,congruency,-0.0212885154061625
178243,TRUE,Default_l,Default,l,congruency,0.0350140056022409
178647,FALSE,Default_l,Default,l,congruency,0.0030812324929972
178950,TRUE,Default_l,Default,l,congruency,0.0274509803921569
182436,TRUE,Default_l,Default,l,congruency,0.00392156862745098
197449,TRUE,Default_l,Default,l,congruency,-0.0215686274509804
203418,TRUE,Default_l,Default,l,congruency,-0.00588235294117647
204319,TRUE,Default_l,Default,l,congruency,0.0142857142857143
233326,FALSE,Default_l,Default,l,congruency,-0.0473389355742297
300618,TRUE,Default_l,Default,l,congruency,-0.038655462184874
317332,TRUE,Default_l,Default,l,congruency,-0.0310924369747899
346945,TRUE,Default_l,Default,l,congruency,-0.0313725490196078
352738,TRUE,Default_l,Default,l,congruency,0.0140056022408964
393550,FALSE,Default_l,Default,l,congruency,-0.034453781512605
448347,TRUE,Default_l,Default,l,congruency,-0.0201680672268908
580650,TRUE,Default_l,Default,l,congruency,-0.0260504201680672
594156,TRUE,Default_l,Default,l,congruency,-0.0305322128851541
601127,TRUE,Default_l,Default,l,congruency,0.0254901960784314
765864,TRUE,Default_l,Default,l,congruency,-0.0254901960784314
814649,TRUE,Default_l,Default,l,congruency,-0.0733893557422969
843151,TRUE,Default_l,Default,l,congruency,0.0263305322128852
849971,TRUE,Default_l,Default,l,congruency,0.0226890756302521
873968,TRUE,Default_l,Default,l,congruency,0.00252100840336135
877168,TRUE,Default_l,Default,l,congruency,0.0184873949579832
DMCC1328342,FALSE,Default_l,Default,l,congruency,-0.0467787114845938
DMCC1596165,FALSE,Default_l,Default,l,congruency,0.00140056022408964
DMCC1971064,TRUE,Default_l,Default,l,congruency,-0.0431372549019608
DMCC2442951,TRUE,Default_l,Default,l,congruency,0.00168067226890756
DMCC2803654,FALSE,Default_l,Default,l,congruency,-0.0476190476190476
DMCC2834766,FALSE,Default_l,Default,l,congruency,0.00336134453781513
DMCC3062542,TRUE,Default_l,Default,l,congruency,0.0507002801120448
DMCC4191255,FALSE,Default_l,Default,l,congruency,-0.038655462184874
DMCC4260551,FALSE,Default_l,Default,l,congruency,-0.0179271708683473
DMCC4854075,TRUE,Default_l,Default,l,congruency,-0.0148459383753501
DMCC5009144,TRUE,Default_l,Default,l,congruency,0.00196078431372549
DMCC5195268,FALSE,Default_l,Default,l,congruency,0.0336134453781513
DMCC5775387,FALSE,Default_l,Default,l,congruency,0.0322128851540616
DMCC6371570,FALSE,Default_l,Default,l,congruency,0.0156862745098039
DMCC6418065,TRUE,Default_l,Default,l,congruency,-0.00252100840336135
DMCC6484785,TRUE,Default_l,Default,l,congruency,0.0406162464985994
DMCC6661074,TRUE,Default_l,Default,l,congruency,-0.0212885154061625
DMCC6671683,TRUE,Default_l,Default,l,congruency,-0.0299719887955182
DMCC6705371,FALSE,Default_l,Default,l,congruency,-0.0179271708683473
DMCC6721369,TRUE,Default_l,Default,l,congruency,-0.046218487394958
DMCC6904377,FALSE,Default_l,Default,l,congruency,0.0159663865546218
DMCC7297690,TRUE,Default_l,Default,l,congruency,-0.0375350140056022
DMCC7921988,TRUE,Default_l,Default,l,congruency,-0.0198879551820728
DMCC8033964,TRUE,Default_l,Default,l,congruency,-0.0190476190476191
DMCC8050964,TRUE,Default_l,Default,l,congruency,0.050140056022409
DMCC8078683,FALSE,Default_l,Default,l,congruency,0.0159663865546218
DMCC9441378,TRUE,Default_l,Default,l,congruency,-0.0442577030812325
DMCC9478705,TRUE,Default_l,Default,l,congruency,-0.0207282913165266
DMCC9953810,TRUE,Default_l,Default,l,congruency,0.0131652661064426
107321,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0484593837535014
115825,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0403361344537815
123117,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0350140056022409
130114,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0554621848739496
130518,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00588235294117647
132017,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0260504201680672
138837,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.042296918767507
141422,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.030812324929972
150423,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0476190476190476
158136,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0602240896358543
160830,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.034733893557423
161832,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0277310924369748
165032,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0266106442577031
171330,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0120448179271709
178243,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0168067226890756
178647,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,0.00840336134453782
178950,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00476190476190476
182436,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00140056022408964
197449,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0369747899159664
203418,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0310924369747899
204319,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0434173669467787
233326,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0100840336134454
300618,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0450980392156863
317332,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00196078431372549
346945,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0495798319327731
352738,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0170868347338936
393550,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00532212885154062
448347,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0103641456582633
580650,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00392156862745098
594156,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.042296918767507
601127,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0285714285714286
765864,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0156862745098039
814649,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0588235294117647
843151,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0350140056022409
849971,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0187675070028011
873968,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00868347338935574
877168,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0207282913165266
DMCC1328342,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0647058823529412
DMCC1596165,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0103641456582633
DMCC1971064,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00868347338935574
DMCC2442951,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0431372549019608
DMCC2803654,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0565826330532213
DMCC2834766,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,0.0596638655462185
DMCC3062542,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0179271708683473
DMCC4191255,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0254901960784314
DMCC4260551,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.034733893557423
DMCC4854075,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00392156862745098
DMCC5009144,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0221288515406162
DMCC5195268,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,0.0123249299719888
DMCC5775387,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0411764705882353
DMCC6371570,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0274509803921569
DMCC6418065,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0109243697478992
DMCC6484785,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0453781512605042
DMCC6661074,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0184873949579832
DMCC6671683,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0543417366946779
DMCC6705371,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.057703081232493
DMCC6721369,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00140056022408964
DMCC6904377,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,-0.00448179271708684
DMCC7297690,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0128851540616246
DMCC7921988,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0414565826330532
DMCC8033964,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0313725490196078
DMCC8050964,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.0277310924369748
DMCC8078683,FALSE,DorsalAttn_l,DorsalAttn,l,congruency,0.00504201680672269
DMCC9441378,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,0.00168067226890756
DMCC9478705,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0512605042016807
DMCC9953810,TRUE,DorsalAttn_l,DorsalAttn,l,congruency,-0.0484593837535014
107321,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,0.0330532212885154
115825,FALSE,FrontoParietal_l,FrontoParietal,l,congruency,-0.0420168067226891
123117,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,0.0389355742296919
130114,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,0.026890756302521
130518,FALSE,FrontoParietal_l,FrontoParietal,l,congruency,-0.00672268907563025
132017,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.0322128851540616
138837,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.049859943977591
141422,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.0235294117647059
150423,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.0434173669467787
158136,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.0134453781512605
160830,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.038655462184874
161832,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.0215686274509804
165032,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.0215686274509804
171330,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.000560224089635854
178243,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,0.0207282913165266
178647,FALSE,FrontoParietal_l,FrontoParietal,l,congruency,0.0137254901960784
178950,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,0.0403361344537815
182436,TRUE,FrontoParietal_l,FrontoParietal,l,congruency,-0.0327731092436975
