subj,is.analysis.group,roi,model,y,param,coef,beta,partr
DMCC8078683,FALSE,anatfunc_ifc_R,tdic,r,congruency,-0.0180706752710884,-0.0343454887734583,-0.0328733931705228
DMCC9441378,TRUE,anatfunc_ifc_R,tdic,r,target,-0.038340425626444,-0.104055187317806,-0.0992785979395954
DMCC9441378,TRUE,anatfunc_ifc_R,tdic,r,distractor,-0.0333573706222103,-0.0905312706317359,-0.0864791314678241
DMCC9441378,TRUE,anatfunc_ifc_R,tdic,r,incongruency,0.000374342864239233,0.00126358358338951,0.00121987974692507
DMCC9441378,TRUE,anatfunc_ifc_R,tdic,r,congruency,-0.0351293252718323,-0.0519473535579539,-0.0493694197259019
DMCC9478705,TRUE,anatfunc_ifc_R,tdic,r,target,0.00940280323741836,0.0189674549987672,0.0180829233084531
DMCC9478705,TRUE,anatfunc_ifc_R,tdic,r,distractor,-0.0253821827622627,-0.0512012638313897,-0.0487634374828266
DMCC9478705,TRUE,anatfunc_ifc_R,tdic,r,incongruency,-0.00591793357568272,-0.0148473658741857,-0.0142530065619008
DMCC9478705,TRUE,anatfunc_ifc_R,tdic,r,congruency,0.00483376413333311,0.00531280630416248,0.00502725390326025
DMCC9953810,TRUE,anatfunc_ifc_R,tdic,r,target,-0.0157575124207435,-0.0864611000430561,-0.0837136629275483
DMCC9953810,TRUE,anatfunc_ifc_R,tdic,r,distractor,-0.0113005971643383,-0.0620061108557912,-0.0601382023405577
DMCC9953810,TRUE,anatfunc_ifc_R,tdic,r,incongruency,0.0200327283852492,0.136710166299568,0.132563584501971
DMCC9953810,TRUE,anatfunc_ifc_R,tdic,r,congruency,-0.0299449278501381,-0.0895247636520296,-0.0860033771928311
107321,TRUE,anatfunc_ifj_L,tdic,r,target,0.0353907582791858,0.142729075788301,0.143584233716842
107321,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.00366114440507202,0.014765203761423,0.0150075025810355
107321,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0692310382819648,0.3472570255576,0.334894677093547
107321,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0450263180871495,0.0989408949340218,0.0993168463672404
115825,FALSE,anatfunc_ifj_L,tdic,r,target,-0.016003286527398,-0.0633813091952626,-0.0606064541078985
115825,FALSE,anatfunc_ifj_L,tdic,r,distractor,-0.00670175308833179,-0.0265424157665774,-0.0254189057111075
115825,FALSE,anatfunc_ifj_L,tdic,r,incongruency,0.0186267639593733,0.091752318247746,0.0881556718390874
115825,FALSE,anatfunc_ifj_L,tdic,r,congruency,0.00311058920983075,0.00671245673187776,0.00638132903026609
123117,TRUE,anatfunc_ifj_L,tdic,r,target,0.0266311882772707,0.0588141531053559,0.0567664822274225
123117,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.00220129232779958,-0.00486148581313475,-0.00469975515817435
123117,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0635080841626588,0.174440741770265,0.167400795194607
123117,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0289288872576003,0.0348104666481443,0.0333780165426726
130114,TRUE,anatfunc_ifj_L,tdic,r,target,-0.0275610032283789,-0.0576362811278693,-0.0560640173447938
130114,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.0404311492922479,-0.0845506626744053,-0.0820957024917795
130114,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0608133231855502,0.158171151280747,0.153321894034051
130114,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0709404019790884,-0.0808316394884578,-0.0779135109444878
130518,FALSE,anatfunc_ifj_L,tdic,r,target,-0.00218841556221722,-0.0142062143213038,-0.0147199818847378
130518,FALSE,anatfunc_ifj_L,tdic,r,distractor,-0.0205222788749504,-0.133221448929803,-0.136757280613556
130518,FALSE,anatfunc_ifj_L,tdic,r,incongruency,0.0449670209264795,0.363053221384389,0.354241890505053
130518,FALSE,anatfunc_ifj_L,tdic,r,congruency,-0.00399078634999961,-0.0141154217710573,-0.0145146245690967
132017,TRUE,anatfunc_ifj_L,tdic,r,target,-0.0190337632689863,-0.0408518333273828,-0.039392714763214
132017,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.00347829615012558,-0.00746540621421566,-0.00720416683142195
132017,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0275074008926088,0.0734283983071753,0.0711661834491805
132017,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.110410858654896,-0.129117613014399,-0.12271952801964
138837,TRUE,anatfunc_ifj_L,tdic,r,target,0.0189426194107686,0.154272596592689,0.148422983096683
138837,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.00459063487860243,-0.0373870765902808,-0.0363482818329436
138837,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.00915556357833695,0.0927387950354597,0.0904684078317512
138837,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0127298286464569,-0.0564882508222731,-0.0544558356797155
141422,TRUE,anatfunc_ifj_L,tdic,r,target,0.0054998489669121,0.0445917412528266,0.0429164868150475
141422,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.00521123727283046,-0.0422517319066682,-0.0406682163310037
