subj,is.analysis.group,roi,model,y,param,coef,beta
849971,TRUE,vwfa,continu,z,silhou,0.0692645098036961,0.0746976971939213
849971,TRUE,vwfa,continu,z,dphono,-0.003596655323047,-0.176507615632054
849971,TRUE,vwfa,continu,z,incongruency,-0.0596188657122086,-0.14753716095843
849971,TRUE,vwfa,continu,z,congruency,0.107253753618674,0.116275821526231
873968,TRUE,vwfa,continu,z,target,0.0224904875386618,0.0500348865603165
873968,TRUE,vwfa,continu,z,cielab,-2.6591861201414e-06,-0.0753712381863613
873968,TRUE,vwfa,continu,z,tphono,0.00279373263940352,0.153296915515626
873968,TRUE,vwfa,continu,z,distractor,0.299353282705233,0.665975226898346
873968,TRUE,vwfa,continu,z,silhou,-0.43203027375425,-0.520948240422224
873968,TRUE,vwfa,continu,z,dphono,-0.00327303149742856,-0.179596868313213
873968,TRUE,vwfa,continu,z,incongruency,-0.0430901947968966,-0.119228510166408
873968,TRUE,vwfa,continu,z,congruency,0.0810309327847643,0.0982226622767836
877168,TRUE,vwfa,continu,z,target,0.170533917779787,0.282542956121364
877168,TRUE,vwfa,continu,z,cielab,-7.8102403389637e-06,-0.164862157333837
877168,TRUE,vwfa,continu,z,tphono,-0.00462300258183928,-0.18891758119611
877168,TRUE,vwfa,continu,z,distractor,-0.222740692212635,-0.369039862835656
877168,TRUE,vwfa,continu,z,silhou,-0.0538967190585649,-0.0483996687541642
877168,TRUE,vwfa,continu,z,dphono,0.0102166099981736,0.417498630967904
877168,TRUE,vwfa,continu,z,incongruency,-0.080360605646246,-0.165593973248761
877168,TRUE,vwfa,continu,z,congruency,0.0260706402452982,0.0235348928521759
DMCC1328342,FALSE,vwfa,continu,z,target,-0.159433660350061,-0.353647808378877
DMCC1328342,FALSE,vwfa,continu,z,cielab,-3.42697740100708e-06,-0.0968467518941839
DMCC1328342,FALSE,vwfa,continu,z,tphono,0.00949227274237017,0.519320764446961
DMCC1328342,FALSE,vwfa,continu,z,distractor,0.870127263181268,1.93007297805948
DMCC1328342,FALSE,vwfa,continu,z,silhou,-1.68033575670112,-2.02019535781305
DMCC1328342,FALSE,vwfa,continu,z,dphono,0.00419877656244297,0.229714412273136
DMCC1328342,FALSE,vwfa,continu,z,incongruency,0.00947345437095127,0.0261352664473842
DMCC1328342,FALSE,vwfa,continu,z,congruency,-0.0411207160664786,-0.0496979455957845
DMCC1596165,FALSE,vwfa,continu,z,target,-0.0779204204514918,-0.1221274105966
DMCC1596165,FALSE,vwfa,continu,z,cielab,-4.47059160162641e-06,-0.0892708612681082
DMCC1596165,FALSE,vwfa,continu,z,tphono,0.00336036363345191,0.12990404159012
DMCC1596165,FALSE,vwfa,continu,z,distractor,0.106098426000054,0.166291787963698
DMCC1596165,FALSE,vwfa,continu,z,silhou,-0.436757378579283,-0.371029514573926
DMCC1596165,FALSE,vwfa,continu,z,dphono,0.00625246504318916,0.241706126957717
DMCC1596165,FALSE,vwfa,continu,z,incongruency,-0.00889544259983117,-0.0173403170450642
DMCC1596165,FALSE,vwfa,continu,z,congruency,-0.0186665107352339,-0.0159408626447927
DMCC1971064,TRUE,vwfa,continu,z,target,-0.200106655427937,-0.351249012143898
DMCC1971064,TRUE,vwfa,continu,z,cielab,-5.58098786332699e-06,-0.124809464949933
DMCC1971064,TRUE,vwfa,continu,z,tphono,0.0112540643506597,0.487233900343772
DMCC1971064,TRUE,vwfa,continu,z,distractor,-0.635779179775086,-1.11598891281297
DMCC1971064,TRUE,vwfa,continu,z,silhou,0.914929208163268,0.870457188436737
DMCC1971064,TRUE,vwfa,continu,z,dphono,0.00406156629475482,0.175841609363303
DMCC1971064,TRUE,vwfa,continu,z,incongruency,0.0943256800731882,0.205925976287415
DMCC1971064,TRUE,vwfa,continu,z,congruency,0.0134969712161718,0.0129085277714788
DMCC2442951,TRUE,vwfa,continu,z,target,-0.00377927461410264,-0.00857555347699215
DMCC2442951,TRUE,vwfa,continu,z,cielab,-1.79712625524891e-06,-0.0519535422298332
DMCC2442951,TRUE,vwfa,continu,z,tphono,0.00181123568014367,0.101368541865385
DMCC2442951,TRUE,vwfa,continu,z,distractor,0.354714286219192,0.804882322966298
DMCC2442951,TRUE,vwfa,continu,z,silhou,-0.850349530613408,-1.0458214167568
DMCC2442951,TRUE,vwfa,continu,z,dphono,0.00491141606652828,0.27487482198822
DMCC2442951,TRUE,vwfa,continu,z,incongruency,-0.0214540073692476,-0.060546597867381
DMCC2442951,TRUE,vwfa,continu,z,congruency,-0.0190743062273765,-0.0235824690667796
DMCC2803654,FALSE,vwfa,continu,z,target,0.174098418085588,0.39897718864541
DMCC2803654,FALSE,vwfa,continu,z,cielab,5.10412302491366e-07,0.0149024351126747
DMCC2803654,FALSE,vwfa,continu,z,tphono,-0.00590150391948867,-0.333572673690212
DMCC2803654,FALSE,vwfa,continu,z,distractor,0.602974294271986,1.38182179596729
DMCC2803654,FALSE,vwfa,continu,z,silhou,-0.956872403350888,-1.18853948987416
DMCC2803654,FALSE,vwfa,continu,z,dphono,-0.00287542203397732,-0.162528438334863
DMCC2803654,FALSE,vwfa,continu,z,incongruency,0.00809526805304251,0.0230734260257067
DMCC2803654,FALSE,vwfa,continu,z,congruency,-0.0397609932616444,-0.0496474879605469
DMCC2834766,FALSE,vwfa,continu,z,target,-0.0876443069650764,-0.165737103198141
DMCC2834766,FALSE,vwfa,continu,z,cielab,-5.33524420412261e-06,-0.128538491953004
DMCC2834766,FALSE,vwfa,continu,z,tphono,0.00463125473328953,0.216007697207916
DMCC2834766,FALSE,vwfa,continu,z,distractor,-0.574565809809281,-1.08651521373123
DMCC2834766,FALSE,vwfa,continu,z,silhou,1.04561271688288,1.0717000101281
DMCC2834766,FALSE,vwfa,continu,z,dphono,-0.00207483795139788,-0.0967731195478203
