roi,subj,n.silent
TPOJ1_L,115825,
TPOJ2_L,115825,
TPOJ3_L,115825,
DVT_L,115825,
PGp_L,115825,
IP2_L,115825,
IP1_L,115825,
IP0_L,115825,
PFop_L,115825,
PF_L,115825,
PFm_L,115825,
PGi_L,115825,
PGs_L,115825,
V6A_L,115825,
VMV1_L,115825,
VMV3_L,115825,
PHA2_L,115825,
V4t_L,115825,
FST_L,115825,
V3CD_L,115825,
LO3_L,115825,
VMV2_L,115825,
31pd_L,115825,
31a_L,115825,
VVC_L,115825,
25_L,115825,
s32_L,115825,
pOFC_L,115825,
PoI1_L,115825,
Ig_L,115825,
FOP5_L,115825,
p10p_L,115825,
p47r_L,115825,
TGv_L,115825,
MBelt_L,115825,
LBelt_L,115825,
A4_L,115825,
STSva_L,115825,
TE1m_L,115825,
PI_L,115825,
a32pr_L,115825,
p24_L,115825,0
V1_R,123117,
MST_R,123117,
V6_R,123117,
V2_R,123117,
V3_R,123117,
V4_R,123117,
V8_R,123117,
4_R,123117,
3b_R,123117,
FEF_R,123117,
PEF_R,123117,
55b_R,123117,
V3A_R,123117,
RSC_R,123117,
POS2_R,123117,
V7_R,123117,
IPS1_R,123117,
FFC_R,123117,
V3B_R,123117,
LO1_R,123117,
LO2_R,123117,
PIT_R,123117,
MT_R,123117,
A1_R,123117,
PSL_R,123117,
SFL_R,123117,
PCV_R,123117,
STV_R,123117,
7Pm_R,123117,
7m_R,123117,
POS1_R,123117,
23d_R,123117,
v23ab_R,123117,
d23ab_R,123117,
31pv_R,123117,
5m_R,123117,
5mv_R,123117,
23c_R,123117,
5L_R,123117,
24dd_R,123117,
24dv_R,123117,
7AL_R,123117,
SCEF_R,123117,
6ma_R,123117,
7Am_R,123117,
7PL_R,123117,
7PC_R,123117,
LIPv_R,123117,
VIP_R,123117,
MIP_R,123117,
1_R,123117,
2_R,123117,
3a_R,123117,
6d_R,123117,
6mp_R,123117,
6v_R,123117,
p24pr_R,123117,
33pr_R,123117,
a24pr_R,123117,
p32pr_R,123117,
a24_R,123117,
d32_R,123117,
8BM_R,123117,
p32_R,123117,
10r_R,123117,
47m_R,123117,
8Av_R,123117,
8Ad_R,123117,
9m_R,123117,
8BL_R,123117,
9p_R,123117,
10d_R,123117,
8C_R,123117,
44_R,123117,
45_R,123117,
47l_R,123117,
a47r_R,123117,
6r_R,123117,
IFJa_R,123117,
IFJp_R,123117,
IFSp_R,123117,
IFSa_R,123117,
p9-46v_R,123117,
46_R,123117,
a9-46v_R,123117,
9-46d_R,123117,
9a_R,123117,
10v_R,123117,
a10p_R,123117,
10pp_R,123117,
11l_R,123117,
13l_R,123117,
OFC_R,123117,
47s_R,123117,
LIPd_R,123117,
6a_R,123117,
i6-8_R,123117,
s6-8_R,123117,
43_R,123117,
OP4_R,123117,
OP1_R,123117,
OP2-3_R,123117,
52_R,123117,
RI_R,123117,
PFcm_R,123117,
PoI2_R,123117,
TA2_R,123117,
FOP4_R,123117,
MI_R,123117,
Pir_R,123117,
AVI_R,123117,
AAIC_R,123117,
FOP1_R,123117,
FOP3_R,123117,
FOP2_R,123117,
PFt_R,123117,
AIP_R,123117,
EC_R,123117,
PreS_R,123117,
H_R,123117,
ProS_R,123117,
PeEc_R,123117,
STGa_R,123117,
PBelt_R,123117,
A5_R,123117,
PHA1_R,123117,
PHA3_R,123117,
STSda_R,123117,
STSdp_R,123117,
STSvp_R,123117,
TGd_R,123117,
TE1a_R,123117,
TE1p_R,123117,
TE2a_R,123117,
TF_R,123117,
TE2p_R,123117,
PHT_R,123117,
PH_R,123117,
TPOJ1_R,123117,
TPOJ2_R,123117,
TPOJ3_R,123117,
DVT_R,123117,
PGp_R,123117,
IP2_R,123117,
IP1_R,123117,
IP0_R,123117,
PFop_R,123117,
PF_R,123117,
PFm_R,123117,
PGi_R,123117,
PGs_R,123117,
V6A_R,123117,
VMV1_R,123117,
VMV3_R,123117,
PHA2_R,123117,
V4t_R,123117,
FST_R,123117,
V3CD_R,123117,
LO3_R,123117,
VMV2_R,123117,
31pd_R,123117,
31a_R,123117,
VVC_R,123117,
25_R,123117,
s32_R,123117,
pOFC_R,123117,
PoI1_R,123117,
Ig_R,123117,
FOP5_R,123117,
p10p_R,123117,
p47r_R,123117,
TGv_R,123117,
MBelt_R,123117,
LBelt_R,123117,
A4_R,123117,
STSva_R,123117,
TE1m_R,123117,
PI_R,123117,
a32pr_R,123117,
p24_R,123117,
V1_L,123117,
MST_L,123117,
V6_L,123117,
V2_L,123117,
V3_L,123117,
V4_L,123117,
V8_L,123117,
4_L,123117,
3b_L,123117,
FEF_L,123117,
PEF_L,123117,
55b_L,123117,
V3A_L,123117,
RSC_L,123117,
POS2_L,123117,
V7_L,123117,
IPS1_L,123117,
FFC_L,123117,
V3B_L,123117,
LO1_L,123117,
LO2_L,123117,
PIT_L,123117,
MT_L,123117,
A1_L,123117,
PSL_L,123117,
SFL_L,123117,
PCV_L,123117,
STV_L,123117,
7Pm_L,123117,
7m_L,123117,
POS1_L,123117,
23d_L,123117,
v23ab_L,123117,
d23ab_L,123117,
31pv_L,123117,
5m_L,123117,
5mv_L,123117,
23c_L,123117,
5L_L,123117,
24dd_L,123117,
24dv_L,123117,
7AL_L,123117,
SCEF_L,123117,
6ma_L,123117,
7Am_L,123117,
7PL_L,123117,
7PC_L,123117,
LIPv_L,123117,
VIP_L,123117,
MIP_L,123117,
1_L,123117,
2_L,123117,
3a_L,123117,
6d_L,123117,
6mp_L,123117,
6v_L,123117,
p24pr_L,123117,
33pr_L,123117,
a24pr_L,123117,
p32pr_L,123117,
a24_L,123117,
d32_L,123117,
8BM_L,123117,
p32_L,123117,
10r_L,123117,
47m_L,123117,
8Av_L,123117,
8Ad_L,123117,
9m_L,123117,
8BL_L,123117,
9p_L,123117,
10d_L,123117,
8C_L,123117,
44_L,123117,
45_L,123117,
47l_L,123117,
a47r_L,123117,
6r_L,123117,
IFJa_L,123117,
IFJp_L,123117,
IFSp_L,123117,
IFSa_L,123117,
p9-46v_L,123117,
46_L,123117,
a9-46v_L,123117,
9-46d_L,123117,
9a_L,123117,
10v_L,123117,
a10p_L,123117,
10pp_L,123117,
11l_L,123117,
13l_L,123117,
OFC_L,123117,
47s_L,123117,
LIPd_L,123117,
6a_L,123117,
i6-8_L,123117,
s6-8_L,123117,
43_L,123117,
OP4_L,123117,
OP1_L,123117,
OP2-3_L,123117,
52_L,123117,
RI_L,123117,
PFcm_L,123117,
PoI2_L,123117,
TA2_L,123117,
FOP4_L,123117,
MI_L,123117,
Pir_L,123117,
AVI_L,123117,
AAIC_L,123117,
FOP1_L,123117,
FOP3_L,123117,
FOP2_L,123117,
PFt_L,123117,
AIP_L,123117,
EC_L,123117,
PreS_L,123117,
H_L,123117,
ProS_L,123117,
PeEc_L,123117,
STGa_L,123117,
PBelt_L,123117,
A5_L,123117,
PHA1_L,123117,
PHA3_L,123117,
STSda_L,123117,
STSdp_L,123117,
STSvp_L,123117,
TGd_L,123117,
TE1a_L,123117,
TE1p_L,123117,
TE2a_L,123117,
TF_L,123117,
TE2p_L,123117,
PHT_L,123117,
PH_L,123117,
TPOJ1_L,123117,
TPOJ2_L,123117,
TPOJ3_L,123117,
DVT_L,123117,
PGp_L,123117,
IP2_L,123117,
IP1_L,123117,
IP0_L,123117,
PFop_L,123117,
PF_L,123117,
PFm_L,123117,
PGi_L,123117,
PGs_L,123117,
V6A_L,123117,
VMV1_L,123117,
VMV3_L,123117,
PHA2_L,123117,
V4t_L,123117,
FST_L,123117,
V3CD_L,123117,
LO3_L,123117,
VMV2_L,123117,
31pd_L,123117,
31a_L,123117,
VVC_L,123117,
25_L,123117,
s32_L,123117,
pOFC_L,123117,
PoI1_L,123117,
Ig_L,123117,
FOP5_L,123117,
p10p_L,123117,
p47r_L,123117,
TGv_L,123117,
MBelt_L,123117,
LBelt_L,123117,
A4_L,123117,
STSva_L,123117,
TE1m_L,123117,
PI_L,123117,
a32pr_L,123117,
p24_L,123117,0
V1_R,130114,
MST_R,130114,
V6_R,130114,
V2_R,130114,
V3_R,130114,
V4_R,130114,
V8_R,130114,
4_R,130114,
3b_R,130114,
FEF_R,130114,
PEF_R,130114,
55b_R,130114,
V3A_R,130114,
RSC_R,130114,
POS2_R,130114,
V7_R,130114,
IPS1_R,130114,
FFC_R,130114,
V3B_R,130114,
LO1_R,130114,
LO2_R,130114,
PIT_R,130114,
MT_R,130114,
A1_R,130114,
PSL_R,130114,
SFL_R,130114,
PCV_R,130114,
STV_R,130114,
7Pm_R,130114,
7m_R,130114,
POS1_R,130114,
23d_R,130114,
v23ab_R,130114,
d23ab_R,130114,
31pv_R,130114,
5m_R,130114,
5mv_R,130114,
23c_R,130114,
5L_R,130114,
24dd_R,130114,
24dv_R,130114,
7AL_R,130114,
SCEF_R,130114,
6ma_R,130114,
7Am_R,130114,
7PL_R,130114,
7PC_R,130114,
LIPv_R,130114,
VIP_R,130114,
MIP_R,130114,
1_R,130114,
2_R,130114,
3a_R,130114,
6d_R,130114,
6mp_R,130114,
6v_R,130114,
p24pr_R,130114,
33pr_R,130114,
a24pr_R,130114,
p32pr_R,130114,
a24_R,130114,
d32_R,130114,
8BM_R,130114,
p32_R,130114,
10r_R,130114,
47m_R,130114,
8Av_R,130114,
8Ad_R,130114,
9m_R,130114,
8BL_R,130114,
9p_R,130114,
10d_R,130114,
8C_R,130114,
44_R,130114,
45_R,130114,
47l_R,130114,
a47r_R,130114,
6r_R,130114,
IFJa_R,130114,
IFJp_R,130114,
IFSp_R,130114,
IFSa_R,130114,
p9-46v_R,130114,
46_R,130114,
a9-46v_R,130114,
9-46d_R,130114,
9a_R,130114,
10v_R,130114,
a10p_R,130114,
10pp_R,130114,
11l_R,130114,
13l_R,130114,
OFC_R,130114,
47s_R,130114,
LIPd_R,130114,
6a_R,130114,
i6-8_R,130114,
s6-8_R,130114,
43_R,130114,
OP4_R,130114,
OP1_R,130114,
OP2-3_R,130114,
52_R,130114,
RI_R,130114,
PFcm_R,130114,
PoI2_R,130114,
TA2_R,130114,
FOP4_R,130114,
MI_R,130114,
Pir_R,130114,
AVI_R,130114,
AAIC_R,130114,
FOP1_R,130114,
FOP3_R,130114,
FOP2_R,130114,
PFt_R,130114,
AIP_R,130114,
EC_R,130114,
PreS_R,130114,
H_R,130114,
ProS_R,130114,
PeEc_R,130114,
STGa_R,130114,
PBelt_R,130114,
A5_R,130114,
PHA1_R,130114,
PHA3_R,130114,
STSda_R,130114,
STSdp_R,130114,
STSvp_R,130114,
TGd_R,130114,
TE1a_R,130114,
TE1p_R,130114,
TE2a_R,130114,
TF_R,130114,
TE2p_R,130114,
PHT_R,130114,
PH_R,130114,
TPOJ1_R,130114,
TPOJ2_R,130114,
TPOJ3_R,130114,
DVT_R,130114,
PGp_R,130114,
IP2_R,130114,
IP1_R,130114,
IP0_R,130114,
PFop_R,130114,
PF_R,130114,
PFm_R,130114,
PGi_R,130114,
PGs_R,130114,
V6A_R,130114,
VMV1_R,130114,
VMV3_R,130114,
PHA2_R,130114,
V4t_R,130114,
FST_R,130114,
V3CD_R,130114,
LO3_R,130114,
VMV2_R,130114,
31pd_R,130114,
31a_R,130114,
VVC_R,130114,
25_R,130114,
s32_R,130114,
pOFC_R,130114,
PoI1_R,130114,
Ig_R,130114,
FOP5_R,130114,
p10p_R,130114,
p47r_R,130114,
TGv_R,130114,
MBelt_R,130114,
LBelt_R,130114,
A4_R,130114,
STSva_R,130114,
TE1m_R,130114,
PI_R,130114,
a32pr_R,130114,
p24_R,130114,
V1_L,130114,
MST_L,130114,
V6_L,130114,
V2_L,130114,
V3_L,130114,
V4_L,130114,
V8_L,130114,
4_L,130114,
3b_L,130114,
FEF_L,130114,
PEF_L,130114,
55b_L,130114,
V3A_L,130114,
RSC_L,130114,
POS2_L,130114,
V7_L,130114,
IPS1_L,130114,
FFC_L,130114,
V3B_L,130114,
LO1_L,130114,
LO2_L,130114,
PIT_L,130114,
MT_L,130114,
A1_L,130114,
PSL_L,130114,
SFL_L,130114,
PCV_L,130114,
STV_L,130114,
7Pm_L,130114,
7m_L,130114,
POS1_L,130114,
23d_L,130114,
v23ab_L,130114,
d23ab_L,130114,
31pv_L,130114,
5m_L,130114,
5mv_L,130114,
23c_L,130114,
5L_L,130114,
24dd_L,130114,
24dv_L,130114,
7AL_L,130114,
SCEF_L,130114,
6ma_L,130114,
7Am_L,130114,
7PL_L,130114,
7PC_L,130114,
LIPv_L,130114,
VIP_L,130114,
MIP_L,130114,
1_L,130114,
2_L,130114,
3a_L,130114,
6d_L,130114,
6mp_L,130114,
6v_L,130114,
p24pr_L,130114,
33pr_L,130114,
a24pr_L,130114,
p32pr_L,130114,
a24_L,130114,
d32_L,130114,
8BM_L,130114,
p32_L,130114,
10r_L,130114,
47m_L,130114,
8Av_L,130114,
8Ad_L,130114,
9m_L,130114,
8BL_L,130114,
9p_L,130114,
10d_L,130114,
8C_L,130114,
44_L,130114,
45_L,130114,
47l_L,130114,
a47r_L,130114,
6r_L,130114,
IFJa_L,130114,
IFJp_L,130114,
IFSp_L,130114,
IFSa_L,130114,
p9-46v_L,130114,
46_L,130114,
a9-46v_L,130114,
9-46d_L,130114,
9a_L,130114,
10v_L,130114,
a10p_L,130114,
10pp_L,130114,
11l_L,130114,
13l_L,130114,
OFC_L,130114,
47s_L,130114,
LIPd_L,130114,
6a_L,130114,
i6-8_L,130114,
s6-8_L,130114,
43_L,130114,
OP4_L,130114,
OP1_L,130114,
OP2-3_L,130114,
52_L,130114,
RI_L,130114,
PFcm_L,130114,
PoI2_L,130114,
TA2_L,130114,
FOP4_L,130114,
MI_L,130114,
Pir_L,130114,
AVI_L,130114,
AAIC_L,130114,
FOP1_L,130114,
FOP3_L,130114,
FOP2_L,130114,
PFt_L,130114,
AIP_L,130114,
EC_L,130114,
PreS_L,130114,
H_L,130114,
ProS_L,130114,
PeEc_L,130114,
STGa_L,130114,
PBelt_L,130114,
A5_L,130114,
PHA1_L,130114,
PHA3_L,130114,
STSda_L,130114,
STSdp_L,130114,
STSvp_L,130114,
TGd_L,130114,
TE1a_L,130114,
TE1p_L,130114,
TE2a_L,130114,
TF_L,130114,
TE2p_L,130114,
PHT_L,130114,
PH_L,130114,
TPOJ1_L,130114,
TPOJ2_L,130114,
TPOJ3_L,130114,
