"parcel","$\bar\beta$","v","p","network","md"
"V2\textunderscore L",0.0495733412747538,1029,0.00144140504556134,"Visual2",""
"V1\textunderscore L",0.0498340280616567,1025,0.00144140504556134,"Visual1",""
